id_loker,pulau,provinsi,kota,job_position,skills_to_have,pendidikan,company_name,job_category,job_salary,job_type,platform
416,Jawa,DKI Jakarta,Jakarta,Software Engineer,"Leadership, OOP, PHP, Agile Project Management, Scrum",tidak dicantumkan,Tabsquare Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
417,Sumatera,Kepulauan Riau,Batam,Java Developer,"Basic Crud, Java, Case360, Esb, Microsoft SQL Server, Jboss, J2ee, Jason",tidak dicantumkan,AIA Singapore Pte Ltd,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
418,Jawa,DKI Jakarta,Jakarta,Digital Marketing,"Marketing, English, Pinterest, Instagram Ads, Facebook Ads, Google Adwords, Ppc, SEM, Bing Ads",tidak dicantumkan,Lingble,Marketing,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
419,Jawa,Jawa Timur,Surabaya,Web Developer,"JavaScript, HTML, MySQL, CSS",s1,Edubridge,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
420,Sumatera,Kepulauan Riau,Batam,Fullstack Developer,"Azure, Fullstack Web Development, Python, MongoDB",tidak dicantumkan,Urbanetic Pte Ltd,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
421,Jawa,DKI Jakarta,Jakarta,Tenant Sales Specialist,"English, Communication, Sales, B2c And B2b Sales","d3, s1",Flokq,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
422,Jawa,DKI Jakarta,Jakarta,Fullstack Developer,"Node.js, JavaScript, AngularJS, Microsoft SQL Server, PHP",tidak dicantumkan,PT Wahana Duta Jaya Rucika,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
423,Jawa,DKI Jakarta,Jakarta,Head Of Curriculum,"K13, Curriculum Development, National Curriculum, Developing Curriculum, Curriculum Design",tidak dicantumkan,Confidential - 002,Education,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
424,Sumatera,Kepulauan Riau,Batam,Frontend Developer,"Devops, JavaScript, ReactJS, JIRA, HTML, Cybersecurity, Problem Solving, Elk, CSS, Docker, Html5 & Css3, Fluent In English Both Oral And Written, Web Development, Scrum, Git, Redux, Bootstrap",d3,Linkage Retail,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
425,Sumatera,Kepulauan Riau,Batam,Backend Developer,"Node.js, MySQL, nestjs, English, Docker, Typescript, Micro Services, MongoDB, Git, Devops, JIRA, Cybersecurity",d3,Linkage Retail,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
426,Jawa,DKI Jakarta,Jakarta,Accounting Manager,"Microsoft Excel, Finance Accounting, Accounting, Finance, Financial Analysis, Tax Accounting, Financial Accounting",tidak dicantumkan,Confidential Company Talenthunt 1 - 001,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
427,Jawa,Jawa Barat,Bandung,Fullstack Developer,"Full Stack Development, ASP.NET, C#",tidak dicantumkan,Rekadia Solusi Teknologi,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
428,Jawa,DKI Jakarta,Jakarta,Asp.Net Developer,"Sql, ASP.NET, ASP.NET MVC","d3, s1",Pt. Empore Hezer Tama,Software Engineering,"IDR 10,000,000-20,000,000 / month",FULL_TIME,glints
429,Jawa,DKI Jakarta,Jakarta,Public Relation,"Passionate about Beauty, Public Relations Campaign, Social Media, Public Relations, Community Management, Social Media Management, Public Speaking, Community Development",s1,Quantum Select International,Media & Communications,"IDR 20,000,000-50,000,000 / month",FULL_TIME,glints
430,Jawa,Jawa Tengah,Semarang,Surveyor,The company did not indicate any required skills.,smk,Pt. Wahana Integrasi Jaya,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
431,Jawa,DKI Jakarta,Jakarta,Account Executive,"Digital Marketing, Sales And Marketing, Sales Management, Direct Sales, Sales, Sales Presentations, Sales Marketing, Digital Campaign, Digital Strategy, Digital Media, Digital Advertising, Digital Analytics",s1,Ertri Indonesia,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
432,Sumatera,Kepulauan Riau,Batam,Mean Stack Developer,"Node.js, JavaScript, JIRA, Express.js, PostgreSQL, AngularJS, MongoDB, Amazon Web Services (AWS), MEAN stack, English",tidak dicantumkan,Ilovereading Sg,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
433,Jawa,Banten,Tangerang,Sales,"Public Speaking, Good Communication Skills, Retail Sales, Customer Service",smk,PT Siam-indo Gypsum Industry,Business Development / Sales,Perusahaan tidak menampilkan gaji,PROJECT_BASED,glints
434,Jawa,DKI Jakarta,Jakarta,Frontend Developer,"ReactJS, English, Android Development, Android, Frontend Development",tidak dicantumkan,Binar Academy,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
435,Jawa,DKI Jakarta,Jakarta,Merchandiser Supervisor,"Negotiation Skill, Confident, E-commerce Platform, Good Communication Skills, Purchasing Negotiation, Strong Numerical Skills, Teamwork, Leadership, Communication, Good Attitude, Decision Making",tidak dicantumkan,Epiconcept,Product Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
436,Jawa,Banten,South Tangerang,Tutor,"Empathy, Good Teaching Skill, Administration",tidak dicantumkan,Homeschooling Kak Seto,Education,Perusahaan tidak menampilkan gaji,PART_TIME,glints
437,Jawa,DKI Jakarta,Jakarta,Creative Director,"Graphic Design, Adobe Illustrator, Adobe Photoshop",s1,Sharkmind.id,Design,"IDR 5,000,000-10,000,000 / month",FULL_TIME,glints
438,Jawa,DKI Jakarta,Jakarta,Performance Engineer,"Java, ASP.NET, C/c++, JMeter, Restful Api",tidak dicantumkan,PT. Mandiri International Technology,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
439,Jawa,Jawa Barat,Bogor,Customer Care Consultant,"Telemarketing, Willing To Learn Attitude, Sales, Good Communication Skills, Positive Attitude, Quick Learner, Attention To Detail",tidak dicantumkan,Eskayvie Indonesia,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
440,Jawa,DKI Jakarta,Jakarta,Mobile Developer,"Java, Kotlin, Android",d3,Insura,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
441,Jawa,Jawa Tengah,Semarang,Accounting Staff,"ERP Software, Accurate (accounting), Oracle",tidak dicantumkan,CV. Makmur Jaya Abadi,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
442,Jawa,DKI Jakarta,Jakarta,Accounting,"Manufacturing, Cost Accounting, Tax Accounting",s1,Indonesia International Institute For Life Sciences,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
443,Sumatera,Kepulauan Riau,Batam,Accounts Executive,"Full Set Of Accounts, Accounting And Auditing, Fluent In English Both Oral And Written","s1, d3",Beaufort Tax Consultants Pte Ltd,Finance,"IDR 4,500,000-8,000,000 / month",FULL_TIME,glints
444,Jawa,DKI Jakarta,Jakarta,Settlement & Reconciliation,"Basic Sq, Big Data, Reconciling transaction, Bank Reconciliation, Reconciliation, Settlement",tidak dicantumkan,PT Aino Indonesia,Data Science,"IDR 500,000-1,000,000 / month",FULL_TIME,glints
445,Jawa,Banten,Serpong,Social Media Strategist,"Social Media Marketing, Social Media, Content Creation, Brand Awareness",s1,PT Pendanaan Teknologi Nusa,Marketing,"IDR 4,500,000-5,000,000 / month",FULL_TIME,glints
446,Jawa,DKI Jakarta,Jakarta,Fullstack Developer,"Nosql, JavaScript, Sql, React Native, Restful Api",tidak dicantumkan,Youtap Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
447,Jawa,DKI Jakarta,Jakarta,Legal Officer,"Legal Corporate, Legal Analyst, Legal Research, Payment Gateaway",s1,Youtap Indonesia,Legal,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
448,Jawa,Banten,Serpong,Internship,"Mandarin, Product Research, Microsoft Office",tidak dicantumkan,PT Pendanaan Teknologi Nusa,Administrative,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
449,Jawa,DKI Jakarta,Jakarta,System Integration Specialist Developer,"Nosql, JavaScript, Sql, Restful Api, Golang, Git",s1,Youtap Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
450,Jawa,Jawa Tengah,Klaten,Accounting Staff,"Accounting, Tax Accounting, Tax, Taxation, Payroll Taxes, Financial Accounting, Tax Brevet A&b",s1,PT Cekindo Bisnis International,Finance,"IDR 6,000,000-7,500,000 / month",FULL_TIME,glints
451,Jawa,DKI Jakarta,Jakarta,Tester,"SDLC, Manual Testing, Postman",s1,Htc Global Services,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
452,Jawa,DKI Jakarta,Jakarta,Legal Officer,"Problem Solving, Attention To Detail, Good Communication Skills, Creativity Skills, Relationship Management, Goverment Regulation",s1,Ormand Corp Group,Legal,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
453,Sumatera,Kepulauan Riau,Batam,Mobile Developer,"JavaScript, MySQL, Data Structures, Flutter, Tdd/bdd, PostgreSQL, CI/CD tools, CSS, Nosql Databases, Rest Api, Automation Testing, Amazon Web Services (AWS), Cloud Computing",tidak dicantumkan,Human. E,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
454,Jawa,Jawa Barat,Bandung,Backend Developer,"Phyton3, Django, Machine Learning, C++",tidak dicantumkan,Prosa.ai,Software Engineering,"IDR 7,000,000-12,000,000 / month",FULL_TIME,glints
455,Jawa,DKI Jakarta,Jakarta,Financial Consultant,"Marketing Communications, Marketing, Marketing Management, Marketing Strategy",tidak dicantumkan,Indosukses Futures,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
456,Jawa,Jawa Barat,Bandung,Backend Developer,"C/c++, Phyton Programming, C++",tidak dicantumkan,Prosa.ai,Software Engineering,"IDR 7,000,000-12,000,000 / month",FULL_TIME,glints
457,Sumatera,Kepulauan Riau,Batam,Fullstack Developer,"CodeIgniter, HTML, My sql, English, CSS, PHP, MySQL",tidak dicantumkan,Smartjen,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
458,Jawa,Jawa Barat,Bandung,Backend Developer,"Phyton3, Django, Machine Learning, C++",tidak dicantumkan,Prosa.ai,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
459,Jawa,DKI Jakarta,Jakarta,Devops Engineer,"Devops, Docker, Kubernetes, Helm, Rancher, Python",tidak dicantumkan,Crewdible,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
460,Jawa,DKI Jakarta,Jakarta,Sales,"Analytical Skills, Information Technology, Microsoft Visio",tidak dicantumkan,PT Sentuh Digital Teknologi,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
461,Jawa,Banten,Tangerang,Backend Developer,"Node.js, Java, Php Frameworks, Golang",s1,Crewdible,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
462,Jawa,DKI Jakarta,Jakarta,It Manager,"MySQL, IT manager, System Integration, CentOS, PHP, Java Programming, 3PL management",tidak dicantumkan,Crewdible,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
463,Jawa,DKI Jakarta,Jakarta,Digital Marketing,"SEO, Paid Advertising, Mobile Applications, Paid Search Optimization",tidak dicantumkan,Fameo,Marketing,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
464,Jawa,Banten,Tangerang,Product Design,"Proactive And Fast Learner, Responsibility, Microsoft Excel, Rhinoceros 3D, Adobe Illustrator, Dedicated And Patient, Good Communication Skills, Adobe Photoshop, High Attention To Details",tidak dicantumkan,PT Alpha Gemilang Makmur,Design,"IDR 4,000,000-6,000,000 / month",FULL_TIME,glints
465,Jawa,DKI Jakarta,Jakarta,Python Developer,"Python, Docker, Web Development",d3,Insura,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
466,Jawa,Banten,Tangerang,Sales Executive,"Marketing, Initiative, English, Sales, B2b Sales",s1,PT Cekindo Bisnis International,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
467,Jawa,DKI Jakarta,Jakarta,Audit,"Financial Due Diligence, External Audit, Corporate Finance, Auditing",s1,Mazars Indonesia,Consulting,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
468,Jawa,Jawa Barat,Cimahi,Asisten Dropper,"Driving License, Driver Truck, Personal Driver",smk,PT. Nikos Distribution Indonesia,Operations,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
469,Jawa,DKI Jakarta,Jakarta,Farmasi,"Apoteker, Asisten Apoteker, Farmasi",d3,PT Indopasifik Teknologi Medika Indonesia,Healthcare,"IDR 4,000,000-4,500,000 / month",FULL_TIME,glints
470,Jawa,DKI Jakarta,Jakarta,Fullstack Developer,"JavaScript, React Native, Back End Developer, Android SDK, Typescript, Full Stack Developer, Web RTC, Iot","smk, d3",PT Eskanusa Putraco,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
471,Jawa,DKI Jakarta,Jakarta,Operation,"Business Operations, Operations Management, Operations","d3, s1",Flokq,Operations,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
472,Jawa,Banten,Tangerang,Web Developer,"JavaScript, .NET, jQuery, Angular Js, AngularJS, ASP.NET, Angular.js, JavaScript (jQuery), Angular, VB.NET",d3,PT. Cudo Communications,Software Engineering,"IDR 5,000,000-7,000,000 / month",FULL_TIME,glints
473,Jawa,DI Yogyakarta,Yogyakarta,Web Developer,"JavaScript, jQuery, MySQL, Php Programming, AJAX, Outsystems, Laravel, Git, Amazon Web Services (AWS)",tidak dicantumkan,AsiaQuest Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
474,Jawa,DKI Jakarta,Jakarta,Quality Assurance,"Katalon, Selenium, MySQL, Postgres, Linux, Api Testing, Windows, UITests",s1,PT Sinergi Rezeki Ananta,Software Engineering,"IDR 4,000,000-5,000,000 / month",FULL_TIME,glints
475,Jawa,DKI Jakarta,Jakarta,Sales Executive,"Sales And Marketing, B2b Selling Experience, Direct Sales, Sales Operations, Sales, Sales Presentations, B2b Sales, b2b marketing, Sales Marketing, B2c And B2b Sales",s1,Pt Pro-Int Dinamika,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
476,Jawa,DKI Jakarta,Jakarta,Ui/Ux Designer,"Adobe Creative Suite, Ui Design, Ui/ux Design, Ux Design",s1,PT Sree International Indonesia,Design,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
477,Jawa,Jawa Timur,Surabaya,Web Developer,"JavaScript, jQuery, Bootstrap, WordPress, Web Markup, Web Development, Web Programming, ReactJS, Website Management, Wordpress Development, Sass/less",s1,Riliv,Software Engineering,Perusahaan tidak menampilkan gaji,PROJECT_BASED,glints
478,Jawa,Jawa Timur,Surabaya,Community Engagement,"Marketing Communications, Communication, Microsoft Office, Good Communication Skills",tidak dicantumkan,Tokocrypto,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
479,Jawa,DKI Jakarta,Jakarta,Customer Relation Manager,"Customer Relations, Problem Solving, Customer Satisfaction, Customer Engagement, Leadership, Good Communication Skills, Maintaining Relationships",tidak dicantumkan,Huntstreet,Business Development / Sales,"IDR 6,000,000-7,000,000 / month",FULL_TIME,glints
480,Jawa,Jawa Barat,Bekasi,Hrd,"HRIS Database Management, Human Resource Planning, Human Resource Management, Recruitment, Graphic Design, Good Communication Skills",tidak dicantumkan,Prestisa,Human Resource,"IDR 1,500,000-1,500,000 / month",INTERNSHIP,glints
481,Jawa,Banten,Tangerang,Staff Produksi Kimia,"Chemical Engineering, Chemistry, Chemical Production",d3,Pure Indonesia,Operations,"IDR 3,500,000-4,000,000 / month",FULL_TIME,glints
482,Jawa,DKI Jakarta,Jakarta,Sales,"Lead Generation, Sales Management, Sales, Sales Marketing",s1,Scopic,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
483,Jawa,DKI Jakarta,Jakarta,Business Intelligence Analyst,"SPSS, MySQL, Sas, PostgreSQL, Google Data Studio, Tableau, Python, Data analytics, Google Studio, Powerbi, R Programming, Google Analytics. Google Data Studio, Mysql Database, Python Programming, Postgressql",s1,Sinbad,Data Science,"IDR 7,000,000-20,000,000 / month",FULL_TIME,glints
484,Jawa,DKI Jakarta,Jakarta,Public Relation,"Marketing, Food and Beverage, Public Relations, Administration, Public Speaking, Public Relation, Sales Operations, Sales Marketing",tidak dicantumkan,Moonshine,Marketing,"IDR 4,000,000-6,000,000 / month",FULL_TIME,glints
485,Jawa,Banten,South Tangerang,Web Developer,"MySQL, Mariadb, MySQL/Mariadb, PHP7",s1,PT Passion Abadi Korpora,Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
486,Jawa,DKI Jakarta,Jakarta,Warehouse Manager,"Warehouse Operation, Warehouse, Warehouse Management, Warehouse And Logistic Management, Logistics Management, Logistic And Sppply Chain, Logistics/supply Chain, Logistic Supply Chain, Logistics & Purchasing",s1,Soyaka AI,Operations,"IDR 7,000,000-15,000,000 / month",FULL_TIME,glints
487,Jawa,Jawa Barat,Bandung,Frontend Developer,"JavaScript (ES6), Vue.js, Git / Webpack, Html5 & Css3",tidak dicantumkan,Aerfreight Pte. Ltd,Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
488,Jawa,DKI Jakarta,Jakarta,Social Media Strategist,"SEO, Google Adwords, Google Analytics, SEM",s1,Katapedia,Marketing,"IDR 1,234-5,678 / month",FULL_TIME,glints
489,Jawa,DI Yogyakarta,Yogyakarta,Account Coordinator,"Proactive And Fast Learner, Digital Marketing, Teamwork, Innovative, B2b Sales, Good Communication Skills, Presentation Skills",d3,PT Asta Bumi Cipta,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
490,Jawa,DKI Jakarta,Jakarta,Community Engagement,"Marketing Communications, Marketing, Social Media, Management, Business Development, Project Management, Public Speaking, Events Coordination, Project Event, Communication, Social Networking, Good Communication Skills",tidak dicantumkan,Campaign.com,Other,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
491,Jawa,DKI Jakarta,Jakarta,Admin,"Marketing, Digital Marketing, Teamwork, Social Media, Database Administration, Mengelola Marketplace, Online Marketplace, Sales, Good Communication Skills, Administration, Paham Marketplace, Content Marketing, Sales Marketing",smk,Zeppelin Kitchen Appliances,Administrative,"IDR 3,000,000-4,000,000 / month",FULL_TIME,glints
492,Jawa,DKI Jakarta,Jakarta,Account Manager,"Sales Management, Sales, Sales Presentations, B2b Sales",d3,Artapala Telekomindo,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
493,Jawa,Banten,Tangerang,Staff Produksi Kimia,"Chemical Engineering, Chemistry, Chemical Production",d3,Pure Indonesia,Operations,"IDR 3,000,000-4,000,000 / month",FULL_TIME,glints
494,Jawa,DKI Jakarta,Jakarta,Social Media Strategist,"Social Media, Social Media Strategy, Google Ads",s1,Katapedia,Marketing,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
495,Jawa,DKI Jakarta,Jakarta,It Security,"Presales, Presales Engineer, PreSale Consultant, Technical Sales Presentations, Technical Sales",s1,Quantum Select International,Business Development / Sales,"IDR 10,000,000-25,000,000 / month",FULL_TIME,glints
496,Jawa,Jawa Barat,Bandung,Graphic Designer,"Adobe Creative Suite, Social Media Marketing, Digital Marketing, Adobe Indesign, Graphic Design, Adobe Illustrator, Adobe Premiere, Digital Painting, Adobe Photoshop, Good Interpersonal Skills, Design Patterns, Basic Photography, Good Attitude, Good Teamwork, Videography, Google Analytics, Good Communication Skills, Good Teaching Skill, Manage Digital Marketing Campaign, Campaign Planning",d3,Kania Creative Agency,Design,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
497,Sumatera,Sumatera Selatan,Prabumulih,It Support,"Computer Hardware, Desktop Troubleshooting, Printers Troubleshooting, Pc Troubleshooting, Hardware Troubleshooting",smk,Mitra Infoparama,Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
498,Jawa,Banten,South Tangerang,Secretary,"Fast Learner, Attention To Detail, Microsoft Office, Good Communication Skills",d3,Purwadhika Digital Technology School,Administrative,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
499,Sumatera,Kepulauan Riau,Batam,Web Developer,"JavaScript, HTML, CSS, Xcode, Shopify, Rest Api, Web Development",tidak dicantumkan,360 & 5 Pte Ltd,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
500,Sumatera,Sumatera Selatan,Baturaja,It Support,"Basic It Troubleshooting, Printers Troubleshooting, Pc Troubleshooting, Hardware Troubleshooting",smk,Mitra Infoparama,Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
501,Jawa,DKI Jakarta,Jakarta,Backend Developer,"Node.js, Point Of Sales System, PHP, Amazon Web Services (AWS), Google Cloud Platform",tidak dicantumkan,Tabsquare Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
502,Jawa,DI Yogyakarta,Yogyakarta,Customer Agent,"Customer Service, Information Technology, C1 English Skill, Fluent In English Both Oral And Written, IT background",d3,Niagahoster,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
503,Jawa,DKI Jakarta,Jakarta,Mobile Developer,The company did not indicate any required skills.,tidak dicantumkan,Pt. Sinergi Digital Pusaka,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
504,Jawa,DKI Jakarta,Jakarta,Videographer,"Video Editing, Basic Video Editing, Videography, Video Production, Basic Videography",d3,PT Jakarta Notebook,Media & Communications,"IDR 4,000,000-6,000,000 / month",FULL_TIME,glints
505,Jawa,DKI Jakarta,Jakarta,Programmer,"PostgreSQL, Python, Odoo Developer, Python Odoo, Odoo Framework, Python Programming, Postgressql, Odoo",tidak dicantumkan,Pt. Sinergi Digital Pusaka,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
506,Jawa,Jawa Barat,Bogor,Factory Manager,"Detailed Oriented, Logical Thinking, sistematic",s1,PT Adev Natural Indonesia,Product Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
507,Jawa,Jawa Barat,Bogor,Teknisi,"Teliti dalam bekerja, Jujur, Pekerja Keras",tidak dicantumkan,PT Adev Natural Indonesia,Product Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
508,Jawa,Jawa Barat,Bogor,General Manager,"Strategi Bisnis, Market Kosmetik, Strategic Planning",tidak dicantumkan,PT Adev Natural Indonesia,Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
509,Jawa,Jawa Barat,Bandung,Staff Administrasi,"Basic Accounting, Microsoft Office, Administration, Work Under Pressure, Good Communication Skills, Office Administration",tidak dicantumkan,PT Idola Insani Garment,Administrative,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
510,Jawa,DKI Jakarta,Jakarta,Digital Marketing,"Social Media Marketing, Digital Marketing, Digital Marketing Skills, Marketing Strategy, Manage Digital Marketing Campaign, Content Marketing, Content Strategy, Digital Marketing Plan, Digital Campaign, Digital Marketing Strategy, Digital Marketing Experience, Social Media Management and Data Informed Digital Marketing Strategies and SEO, Digital Media Marketing",s1,Quantum Select International,Marketing,"IDR 10,000,000-25,000,000 / month",FULL_TIME,glints
511,Jawa,DKI Jakarta,Jakarta,Account Officer,"Selling Skills, Automotive, Communication Skills, Sales, B2b Selling Experience, Good Communication Skills",s1,Pt. Carsome Indonesia,Business Development / Sales,"IDR 4,500,000-5,000,000 / month",FULL_TIME,glints
512,Jawa,DKI Jakarta,Jakarta,Project Manager,"Creative Problem Solving, Teknik Elektro, Project Management, Strong Leadership Skills, Teknik Mesin, Bahasa Inggris, Bahasa Inggris Aktif, Budgeting/planning, Project Management Skills, Strong Leadership",d3,PT Epcon Prima Guna (jakarta),Other,"IDR 7,000,000-10,000,000 / month",FULL_TIME,glints
513,Jawa,DKI Jakarta,Jakarta,Team Leader Telepohone Verification,"Leadership And Managing, Leadership Development, Leadership, Strong Leadership Skills, Effective Leadership, Organizational Leadership, Fast Learner, Leadership Skills, Team Leadership, Willing To Learn Attitude",d3,Pt. Wahana Integrasi Jaya,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
514,Jawa,DKI Jakarta,Jakarta,Marketing Manager,"Performance Marketing, Digital Marketing, English, Paid Search Strategy, Online Marketing Strategy, Paid Advertising, SEM, Paid Search Optimization, Coaching & Mentoring",tidak dicantumkan,Glints Indonesia,Marketing,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
515,Sumatera,Sumatera Utara,Medan,Sales Promotion,"Team Building, Negotiation, Leadership, Communication, Good Communication Skills",smk,PT Benteng Multi Indotama,Business Development / Sales,"IDR 3,000,000-4,000,000 / month",FULL_TIME,glints
516,Jawa,DKI Jakarta,Jakarta,Translator,"Basic Korean, Know Basic Korean, Korean, English-indonesia Translation, Fluent In Korean, Fluent In English Both Oral And Written, Translation, Korean Language, Korean Speaking, Basic Korean Spoken",d3,PT. Polaris Edu Partners,Other,"IDR 3,500,000-4,000,000 / month",FULL_TIME,glints
517,Jawa,Jawa Barat,Bandung,Account Officer,"Sales Operations, Sales, B2b Sales",s1,Pt. Carsome Indonesia,Business Development / Sales,"IDR 4,500,000-5,000,000 / month",FULL_TIME,glints
518,Jawa,DKI Jakarta,Jakarta,Warehouse Operations Manager,"Warehouse Operation, Data Warehousing, Warehouse Management, Warehouse Management System (WMS), Warehouse And Logistic Management",s1,Soyaka AI,Operations,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
519,Jawa,DKI Jakarta,Jakarta,Data Engineer,"Data Manipulation, Data Modeling, Apache Hadoop, Tableau, Redshift, Hadoop Platform, hadoop spark, Hadoop, Data Management, Cloudera, Cloudera Impala, Cloudera Manager, R (Statistical Language), Statistical Data Analysis, Statistics",tidak dicantumkan,Fineoz Inovasi Teknologi,Engineering,"IDR 5,000,000-6,000,000 / month",FULL_TIME,glints
520,Jawa,Jawa Barat,Bandung,Accounting Staff,"Microsoft Excel, General Ledger, Bank Reconciliation, Balance Sheet, E-faktur (tax), Tax Accounting, Financial Accounting, E-spt (tax)",tidak dicantumkan,PT Idola Insani Garment,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
521,Jawa,Jawa Tengah,Semarang,Fullstack Developer,"Front-end, JavaScript, MySQL, VPS + Shared Hosting, Servers, Php Programming, Content Writing, Web Applications, Website Development, AJAX, Php Codeigniter, Html / Css / Bootstrap, Html5 & Css3, PHP, Web Development, Web Programming, Php Laravel, Vps, Mysql Phpmyadmin, ​MVC/MVP/MVVM, HTML, JavaScript (ES6), Php Frameworks, CSS, Php Ci, PHP Laravel Framework",tidak dicantumkan,Pt Ekata Logue Ekologika,Software Engineering,"IDR 2,800,000-6,000,000 / month",FULL_TIME,glints
522,Jawa,Jawa Barat,Depok,Project Officer,"Project Management, Software Development, Microsoft Office, Project Implementation, Project Planning, Product Development, Project Engineering",tidak dicantumkan,Astech Dunia Telekomunika,Product Management,"IDR 7,000,000-8,000,000 / year",FULL_TIME,glints
523,Jawa,Jawa Barat,Bogor,Estimator,"Excellent Time Management, Ms Excel, Deadline Oriented",d3,PT. Eksentrik Maju Bersama,Other,"IDR 4,000,000-5,000,000 / month",FULL_TIME,glints
524,Jawa,DKI Jakarta,Jakarta,Hrd,"Labour Regulation, Microsoft Office, Recruitment, Observation And Interview",s1,PT SUPERHELINDO JAYA,Human Resource,"IDR 4,500,000-5,500,000 / month",FULL_TIME,glints
