id_loker,pulau,provinsi,kota,job_position,skills_to_have,pendidikan,company_name,job_category,job_salary,job_type,platform
892,Jawa,DKI Jakarta,Jakarta,Community Leader,"Social Media, Zero Waste, Good Communication Skills",d3,Surplus Indonesia,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
893,Jawa,DKI Jakarta,Jakarta,Web Developer,"Sql, Fullstack Web Development, PHP",d3,Tridaya Dimensi Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
894,Jawa,DKI Jakarta,Jakarta,Brand Development And Marketing,"Blogging, Blog Writer, Social Media Outreach, Social Media Marketing, Problem Solving And Time Management, Social Media Advertising, Blog Marketing, Social Media Analytics, Social Media, Figma, Social Media Management, Social Media Blogging, Handle Social Media, Public Speaking, content editor for blogs, Blog Writing, Canva Design, Fluent In Social Media, Canva, Blogger, Social Networking, Public Relations, Graphic Illustrations, Marketing Communications, Marketing, Ui/ux Design, Digital Marketing, User Interface Design, Graphic Design, Cinematography, Web Design, Photography, Product Design, Videography, User Experience Design, Good Communication Skills, Content Marketing",tidak dicantumkan,PT Luma Solusi Digital,Marketing,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
895,Jawa,DKI Jakarta,Jakarta,Backend Developer,"Backend Engineer, Backend Developer, Programming, Backend Development, Backend, Backend Operations, C (Programming Language), Web Programming",s1,Pt Dusdusan Dotcom Indonesia,Software Engineering,"IDR 5,000,000-10,000,000 / month",FULL_TIME,glints
896,Jawa,Jawa Timur,Malang,Ruby On Ralis Engineer,"ReactJS, JIRA, Vue.js, Rails, Tdd, Ruby on Rails, Git",tidak dicantumkan,"Appservation Co., Ltd",Software Engineering,"IDR 10,000,000-20,000,000 / month",FULL_TIME,glints
897,Jawa,DKI Jakarta,Jakarta,Graphic Designer,"Graphic Design, Adobe Illustrator, Illustrator, Adobe Photoshop",tidak dicantumkan,Cuatrodia Studio,Design,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
898,Jawa,DKI Jakarta,Jakarta,Motion Graphic Artist,"Motion Graphics, 3D graphics, Adobe After Effects",tidak dicantumkan,Cuatrodia Studio,Design,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
899,Jawa,DKI Jakarta,Jakarta,Project Manager,"Internal Communications, Producer, Project Manager, Multitasking",tidak dicantumkan,Cuatrodia Studio,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
900,Jawa,DI Yogyakarta,Yogyakarta,Backend Developer,"Node.js, JavaScript, PostgreSQL, MongoDB",s1,PT Widya Inovasi Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
901,Jawa,DKI Jakarta,Jakarta,Backend Developer,"Html/css, JavaScript, HTML, Java, CSS, Html5 & Css3, PHP, Java Programming",tidak dicantumkan,Bangun Digital Nusantara,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
902,Jawa,DKI Jakarta,Jakarta,Data Scientist,"Data Science, Sql, Python, Hadoop, C#",tidak dicantumkan,Pt Praweda Sarana Informatika,Data Science,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
903,Jawa,DKI Jakarta,Jakarta,Project Manager,"Management, Project Management, Project Manager",s1,Scopic,Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
904,Jawa,DKI Jakarta,Jakarta,Teacher,"English Language, Language Teaching, English Teaching, Teaching",s1,PT Cerdas Digital Nusantara (CAKAP),Education,Perusahaan tidak menampilkan gaji,PART_TIME,glints
905,Sumatera,Sumatera Utara,Medan,Real Estate Sales Associate,"Customer Service, Negotiation Skill, Sales, Good Communication Skills, Sales Marketing, Basic Hokkien, Hokkian Language, Hokkien",tidak dicantumkan,PetaRumah,Business Development / Sales,"IDR 3,000,000-20,000,000 / year",FULL_TIME,glints
906,Jawa,Jawa Barat,Bandung,Videographer,"Sony Vegas Pro, Corel Draw, Adobe After Effects, Adobe Premiere Pro, Adobe Photoshop",tidak dicantumkan,Dirgantara Training Center,Media & Communications,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
907,Jawa,DI Yogyakarta,Yogyakarta,Digital Marketing,"Social Media Marketing, Digital Marketing, Online Marketing, Good Communication, Content Writing, User Acquisition, Email Marketing, Offline Marketing, Content Marketing, Graphic Design, Content Strategy",tidak dicantumkan,Chapter W,Marketing,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
908,Jawa,DKI Jakarta,Jakarta,Business Development,"Marketing, Business Operations, Organizing, Business Strategic, Teamwork, Business Development, Negotiation Skill, Public Speaking, Sales, Marketing Strategy, Fluent In English Both Oral And Written, Good Communication Skills, Business Planning, Good Negotiation, Strategic Planning, Business Strategy, Advertising",tidak dicantumkan,PT. Bintang Jaya Unggul Sentosa,Business Development / Sales,"IDR 2,000,000-4,200,000 / month",FULL_TIME,glints
909,Sumatera,Kepulauan Riau,Batam,Frontend Developer,"Redux, JavaScript, ReactJS, HTML, CSS",tidak dicantumkan,KooBits Learning Pte Ltd,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
910,Jawa,Jawa Barat,Bandung,Web Developer,"JavaScript, HTML, Digital Marketing, Java, CSS, WordPress, SEO, C++, Restful Api",tidak dicantumkan,Dirgantara Training Center,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
911,Jawa,DKI Jakarta,Jakarta,Tutor,"A Level, Ability In English, Science, Private Tutor, As Level, Education, Cambridge Curriculum, Math And Physics, National Curriculum, Teaching, International School, Good Communication Skills, Good Teaching Skill, Mathematics, Physics",s1,PT. Bintang Jaya Unggul Sentosa,Education,"IDR 1,000,000-4,000,000 / month",PROJECT_BASED,glints
912,Jawa,DKI Jakarta,Jakarta,Tutor,"Sat English, Ability In English, English Speaking, Sat Mathematics, English Language, English Writing, Scholastic Assessment, Good English Reading, IELTS, Teaching, Sat Test, Teaching Ielts, Fluent In English Both Oral And Written, Mathematics",s1,PT. Bintang Jaya Unggul Sentosa,Education,"IDR 1,000,000-4,000,000 / month",PROJECT_BASED,glints
913,Jawa,DKI Jakarta,Jakarta,Digital Marketing,"Marketing Communications, Social Media Marketing, Digital Marketing, Communication, Marketing Strategy, Good Communication Skills, Sales Marketing",tidak dicantumkan,PT. Bintang Jaya Unggul Sentosa,Media & Communications,"IDR 300,000-1,000,000 / year",FULL_TIME,glints
914,Jawa,Banten,Tangerang,Web Developer,"Node.js, JavaScript, PostgreSQL, Linux, Git, MySQL, React Native, Typescript, Phyton, Nginx",tidak dicantumkan,Luma,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
915,Jawa,DKI Jakarta,Jakarta,Graphic Designer,"Adobe Creative Suite, Problem Solving, Creativity Skills, Creative Thinking, Graphic Design, Design Thinking, Motion Graphics, Photo & Video Editing, Photography",tidak dicantumkan,Titikgaris Design Agency,Design,"IDR 1,000,000-0 / month",INTERNSHIP,glints
916,Jawa,DKI Jakarta,Jakarta,Accountant And Business Operation,"Myob Accounting, Accurate System, Myob Accounting Software, Business Operations, Myob V 18, myob v 21, Business Process, Accurate (accounting), Jurnal.id, Finance Accounting, Accurate Data Entry., Accounting, Finance, Myob (basic)",s1,PT. Bintang Jaya Unggul Sentosa,Finance,"IDR 2,000,000-4,200,000 / month",FULL_TIME,glints
917,Jawa,Jawa Timur,Surabaya,Staff Administrasi,"Interpersonal Skills, Microsoft Office, Good Communication Skills, English","d3, s1",Institut Sains Dan Teknologi Terpadu Surabaya,Administrative,"IDR 2,500,000-3,000,000 / month",FULL_TIME,glints
918,Jawa,DKI Jakarta,Jakarta,Biology Private Tutor,"Teaching Writing, Aesthetic Medic, Biology, A Level, Ability In English, JavaScript, Biomedical Engineering, Science, Private Tutor, Microbiologist, Biological Research, As Level, Microbiology, Emergency Medicine, Ability Speak English, Medical Education, Teamwork, Food Science, Medical Nutrition Therapy, English Teaching, Analytical Skills, Molecular Biology, Veterinary Medicine, Teaching Science, Cambridge Curriculum, Medical Devices, National Curriculum, Medical Nursing, Environmental Science, Microbiology Analysis, Teaching, Teaching English, Home Tuition, Food microbiology, Medical Care, Mikrobiologi Dasar, Life Sciences, Good Communication Skills, Bioinformatics, Good Teaching Skill, Medicine, Biochemistry, Biology Laboratory, Biotechnology, Cell Biology",s1,PT. Bintang Jaya Unggul Sentosa,Education,"IDR 1,000,000-4,000,000 / month",PROJECT_BASED,glints
919,Jawa,DKI Jakarta,Jakarta,Animator,"Adobe Illustrator, Vector Illustration, 2d Illustration, Solidworks 3D & 2D, 2d Animation, English",tidak dicantumkan,Cricket Indonesia,Design,"IDR 4,700,000-7,000,000 / month",FULL_TIME,glints
