id_loker,provinsi,skills
449,DKI Jakarta,Git
450,Jawa Tengah,Accounting
450,Jawa Tengah,Tax Accounting
450,Jawa Tengah,Tax
450,Jawa Tengah,Taxation
450,Jawa Tengah,Payroll Taxes
450,Jawa Tengah,Financial Accounting
450,Jawa Tengah,Tax Brevet A&b
451,DKI Jakarta,SDLC
451,DKI Jakarta,Manual Testing
451,DKI Jakarta,Postman
452,DKI Jakarta,Problem Solving
452,DKI Jakarta,Attention To Detail
452,DKI Jakarta,Good Communication Skills
452,DKI Jakarta,Creativity Skills
452,DKI Jakarta,Relationship Management
452,DKI Jakarta,Goverment Regulation
453,Kepulauan Riau,JavaScript
453,Kepulauan Riau,MySQL
453,Kepulauan Riau,Data Structures
453,Kepulauan Riau,Flutter
453,Kepulauan Riau,Tdd/bdd
453,Kepulauan Riau,PostgreSQL
453,Kepulauan Riau,CI/CD tools
453,Kepulauan Riau,CSS
453,Kepulauan Riau,Nosql Databases
453,Kepulauan Riau,Rest Api
453,Kepulauan Riau,Automation Testing
453,Kepulauan Riau,Amazon Web Services (AWS)
453,Kepulauan Riau,Cloud Computing
454,Jawa Barat,Phyton3
454,Jawa Barat,Django
454,Jawa Barat,Machine Learning
454,Jawa Barat,C++
455,DKI Jakarta,Marketing Communications
455,DKI Jakarta,Marketing
455,DKI Jakarta,Marketing Management
455,DKI Jakarta,Marketing Strategy
456,Jawa Barat,C/c++
456,Jawa Barat,Phyton Programming
456,Jawa Barat,C++
457,Kepulauan Riau,CodeIgniter
457,Kepulauan Riau,HTML
457,Kepulauan Riau,My sql
457,Kepulauan Riau,English
457,Kepulauan Riau,CSS
457,Kepulauan Riau,PHP
457,Kepulauan Riau,MySQL
458,Jawa Barat,Phyton3
458,Jawa Barat,Django
458,Jawa Barat,Machine Learning
458,Jawa Barat,C++
459,DKI Jakarta,Devops
459,DKI Jakarta,Docker
459,DKI Jakarta,Kubernetes
459,DKI Jakarta,Helm
459,DKI Jakarta,Rancher
459,DKI Jakarta,Python
460,DKI Jakarta,Analytical Skills
460,DKI Jakarta,Information Technology
460,DKI Jakarta,Microsoft Visio
461,Banten,Node.js
461,Banten,Java
461,Banten,Php Frameworks
461,Banten,Golang
462,DKI Jakarta,MySQL
462,DKI Jakarta,IT manager
462,DKI Jakarta,System Integration
462,DKI Jakarta,CentOS
462,DKI Jakarta,PHP
462,DKI Jakarta,Java Programming
462,DKI Jakarta,3PL management
463,DKI Jakarta,SEO
463,DKI Jakarta,Paid Advertising
463,DKI Jakarta,Mobile Applications
463,DKI Jakarta,Paid Search Optimization
464,Banten,Proactive And Fast Learner
464,Banten,Responsibility
464,Banten,Microsoft Excel
464,Banten,Rhinoceros 3D
464,Banten,Adobe Illustrator
464,Banten,Dedicated And Patient
464,Banten,Good Communication Skills
464,Banten,Adobe Photoshop
464,Banten,High Attention To Details
465,DKI Jakarta,Python
465,DKI Jakarta,Docker
465,DKI Jakarta,Web Development
466,Banten,Marketing
466,Banten,Initiative
466,Banten,English
466,Banten,Sales
466,Banten,B2b Sales
467,DKI Jakarta,Financial Due Diligence
467,DKI Jakarta,External Audit
467,DKI Jakarta,Corporate Finance
467,DKI Jakarta,Auditing
468,Jawa Barat,Driving License
468,Jawa Barat,Driver Truck
468,Jawa Barat,Personal Driver
469,DKI Jakarta,Apoteker
469,DKI Jakarta,Asisten Apoteker
469,DKI Jakarta,Farmasi
470,DKI Jakarta,JavaScript
470,DKI Jakarta,React Native
470,DKI Jakarta,Back End Developer
470,DKI Jakarta,Android SDK
470,DKI Jakarta,Typescript
470,DKI Jakarta,Full Stack Developer
470,DKI Jakarta,Web RTC
470,DKI Jakarta,Iot
471,DKI Jakarta,Business Operations
471,DKI Jakarta,Operations Management
471,DKI Jakarta,Operations
472,Banten,JavaScript
472,Banten,.NET
472,Banten,jQuery
472,Banten,Angular Js
472,Banten,AngularJS
472,Banten,ASP.NET
472,Banten,Angular.js
472,Banten,JavaScript (jQuery)
472,Banten,Angular
472,Banten,VB.NET
473,DI Yogyakarta,JavaScript
473,DI Yogyakarta,jQuery
473,DI Yogyakarta,MySQL
473,DI Yogyakarta,Php Programming
473,DI Yogyakarta,AJAX
473,DI Yogyakarta,Outsystems
473,DI Yogyakarta,Laravel
473,DI Yogyakarta,Git
473,DI Yogyakarta,Amazon Web Services (AWS)
474,DKI Jakarta,Katalon
474,DKI Jakarta,Selenium
474,DKI Jakarta,MySQL
474,DKI Jakarta,Postgres
474,DKI Jakarta,Linux
474,DKI Jakarta,Api Testing
474,DKI Jakarta,Windows
474,DKI Jakarta,UITests
475,DKI Jakarta,Sales And Marketing
475,DKI Jakarta,B2b Selling Experience
475,DKI Jakarta,Direct Sales
475,DKI Jakarta,Sales Operations
475,DKI Jakarta,Sales
475,DKI Jakarta,Sales Presentations
475,DKI Jakarta,B2b Sales
475,DKI Jakarta,b2b marketing
475,DKI Jakarta,Sales Marketing
475,DKI Jakarta,B2c And B2b Sales
476,DKI Jakarta,Adobe Creative Suite
476,DKI Jakarta,Ui Design
476,DKI Jakarta,Ui/ux Design
476,DKI Jakarta,Ux Design
477,Jawa Timur,JavaScript
477,Jawa Timur,jQuery
477,Jawa Timur,Bootstrap
477,Jawa Timur,WordPress
477,Jawa Timur,Web Markup
477,Jawa Timur,Web Development
477,Jawa Timur,Web Programming
477,Jawa Timur,ReactJS
477,Jawa Timur,Website Management
477,Jawa Timur,Wordpress Development
477,Jawa Timur,Sass/less
478,Jawa Timur,Marketing Communications
478,Jawa Timur,Communication
478,Jawa Timur,Microsoft Office
478,Jawa Timur,Good Communication Skills
479,DKI Jakarta,Customer Relations
479,DKI Jakarta,Problem Solving
479,DKI Jakarta,Customer Satisfaction
479,DKI Jakarta,Customer Engagement
479,DKI Jakarta,Leadership
479,DKI Jakarta,Good Communication Skills
479,DKI Jakarta,Maintaining Relationships
480,Jawa Barat,HRIS Database Management
480,Jawa Barat,Human Resource Planning
480,Jawa Barat,Human Resource Management
480,Jawa Barat,Recruitment
480,Jawa Barat,Graphic Design
480,Jawa Barat,Good Communication Skills
481,Banten,Chemical Engineering
481,Banten,Chemistry
481,Banten,Chemical Production
482,DKI Jakarta,Lead Generation
482,DKI Jakarta,Sales Management
482,DKI Jakarta,Sales
482,DKI Jakarta,Sales Marketing
483,DKI Jakarta,SPSS
483,DKI Jakarta,MySQL
483,DKI Jakarta,Sas
483,DKI Jakarta,PostgreSQL
483,DKI Jakarta,Google Data Studio
483,DKI Jakarta,Tableau
483,DKI Jakarta,Python
483,DKI Jakarta,Data analytics
483,DKI Jakarta,Google Studio
483,DKI Jakarta,Powerbi
483,DKI Jakarta,R Programming
483,DKI Jakarta,Google Analytics. Google Data Studio
483,DKI Jakarta,Mysql Database
483,DKI Jakarta,Python Programming
483,DKI Jakarta,Postgressql
484,DKI Jakarta,Marketing
484,DKI Jakarta,Food and Beverage
484,DKI Jakarta,Public Relations
484,DKI Jakarta,Administration
484,DKI Jakarta,Public Speaking
484,DKI Jakarta,Public Relation
484,DKI Jakarta,Sales Operations
484,DKI Jakarta,Sales Marketing
485,Banten,MySQL
485,Banten,Mariadb
485,Banten,MySQL/Mariadb
485,Banten,PHP7
486,DKI Jakarta,Warehouse Operation
486,DKI Jakarta,Warehouse
486,DKI Jakarta,Warehouse Management
486,DKI Jakarta,Warehouse And Logistic Management
486,DKI Jakarta,Logistics Management
486,DKI Jakarta,Logistic And Sppply Chain
486,DKI Jakarta,Logistics/supply Chain
486,DKI Jakarta,Logistic Supply Chain
486,DKI Jakarta,Logistics & Purchasing
487,Jawa Barat,JavaScript (ES6)
487,Jawa Barat,Vue.js
487,Jawa Barat,Git / Webpack
487,Jawa Barat,Html5 & Css3
488,DKI Jakarta,SEO
488,DKI Jakarta,Google Adwords
488,DKI Jakarta,Google Analytics
488,DKI Jakarta,SEM
489,DI Yogyakarta,Proactive And Fast Learner
489,DI Yogyakarta,Digital Marketing
489,DI Yogyakarta,Teamwork
489,DI Yogyakarta,Innovative
489,DI Yogyakarta,B2b Sales
489,DI Yogyakarta,Good Communication Skills
489,DI Yogyakarta,Presentation Skills
490,DKI Jakarta,Marketing Communications
490,DKI Jakarta,Marketing
490,DKI Jakarta,Social Media
490,DKI Jakarta,Management
490,DKI Jakarta,Business Development
490,DKI Jakarta,Project Management
490,DKI Jakarta,Public Speaking
490,DKI Jakarta,Events Coordination
490,DKI Jakarta,Project Event
490,DKI Jakarta,Communication
490,DKI Jakarta,Social Networking
490,DKI Jakarta,Good Communication Skills
491,DKI Jakarta,Marketing
491,DKI Jakarta,Digital Marketing
491,DKI Jakarta,Teamwork
491,DKI Jakarta,Social Media
491,DKI Jakarta,Database Administration
491,DKI Jakarta,Mengelola Marketplace
491,DKI Jakarta,Online Marketplace
491,DKI Jakarta,Sales
491,DKI Jakarta,Good Communication Skills
491,DKI Jakarta,Administration
491,DKI Jakarta,Paham Marketplace
491,DKI Jakarta,Content Marketing
491,DKI Jakarta,Sales Marketing
492,DKI Jakarta,Sales Management
492,DKI Jakarta,Sales
492,DKI Jakarta,Sales Presentations
492,DKI Jakarta,B2b Sales
493,Banten,Chemical Engineering
493,Banten,Chemistry
493,Banten,Chemical Production
494,DKI Jakarta,Social Media
494,DKI Jakarta,Social Media Strategy
494,DKI Jakarta,Google Ads
495,DKI Jakarta,Presales
495,DKI Jakarta,Presales Engineer
495,DKI Jakarta,PreSale Consultant
495,DKI Jakarta,Technical Sales Presentations
495,DKI Jakarta,Technical Sales
496,Jawa Barat,Adobe Creative Suite
496,Jawa Barat,Social Media Marketing
496,Jawa Barat,Digital Marketing
496,Jawa Barat,Adobe Indesign
496,Jawa Barat,Graphic Design
496,Jawa Barat,Adobe Illustrator
496,Jawa Barat,Adobe Premiere
496,Jawa Barat,Digital Painting
496,Jawa Barat,Adobe Photoshop
496,Jawa Barat,Good Interpersonal Skills
496,Jawa Barat,Design Patterns
496,Jawa Barat,Basic Photography
496,Jawa Barat,Good Attitude
496,Jawa Barat,Good Teamwork
496,Jawa Barat,Videography
496,Jawa Barat,Google Analytics
496,Jawa Barat,Good Communication Skills
496,Jawa Barat,Good Teaching Skill
496,Jawa Barat,Manage Digital Marketing Campaign
496,Jawa Barat,Campaign Planning
497,Sumatera Selatan,Computer Hardware
497,Sumatera Selatan,Desktop Troubleshooting
497,Sumatera Selatan,Printers Troubleshooting
497,Sumatera Selatan,Pc Troubleshooting
497,Sumatera Selatan,Hardware Troubleshooting
498,Banten,Fast Learner
498,Banten,Attention To Detail
498,Banten,Microsoft Office
498,Banten,Good Communication Skills
499,Kepulauan Riau,JavaScript
499,Kepulauan Riau,HTML
499,Kepulauan Riau,CSS
499,Kepulauan Riau,Xcode
499,Kepulauan Riau,Shopify
499,Kepulauan Riau,Rest Api
499,Kepulauan Riau,Web Development
500,Sumatera Selatan,Basic It Troubleshooting
500,Sumatera Selatan,Printers Troubleshooting
500,Sumatera Selatan,Pc Troubleshooting
500,Sumatera Selatan,Hardware Troubleshooting
501,DKI Jakarta,Node.js
501,DKI Jakarta,Point Of Sales System
501,DKI Jakarta,PHP
501,DKI Jakarta,Amazon Web Services (AWS)
501,DKI Jakarta,Google Cloud Platform
502,DI Yogyakarta,Customer Service
502,DI Yogyakarta,Information Technology
502,DI Yogyakarta,C1 English Skill
502,DI Yogyakarta,Fluent In English Both Oral And Written
502,DI Yogyakarta,IT background
503,DKI Jakarta,The company did not indicate any required skills.
504,DKI Jakarta,Video Editing
504,DKI Jakarta,Basic Video Editing
504,DKI Jakarta,Videography
504,DKI Jakarta,Video Production
504,DKI Jakarta,Basic Videography
505,DKI Jakarta,PostgreSQL
505,DKI Jakarta,Python
505,DKI Jakarta,Odoo Developer
505,DKI Jakarta,Python Odoo
505,DKI Jakarta,Odoo Framework
505,DKI Jakarta,Python Programming
505,DKI Jakarta,Postgressql
505,DKI Jakarta,Odoo
506,Jawa Barat,Detailed Oriented
506,Jawa Barat,Logical Thinking
506,Jawa Barat,sistematic
507,Jawa Barat,Teliti dalam bekerja
507,Jawa Barat,Jujur
507,Jawa Barat,Pekerja Keras
508,Jawa Barat,Strategi Bisnis
508,Jawa Barat,Market Kosmetik
508,Jawa Barat,Strategic Planning
509,Jawa Barat,Basic Accounting
509,Jawa Barat,Microsoft Office
509,Jawa Barat,Administration
509,Jawa Barat,Work Under Pressure
509,Jawa Barat,Good Communication Skills
509,Jawa Barat,Office Administration
510,DKI Jakarta,Social Media Marketing
510,DKI Jakarta,Digital Marketing
510,DKI Jakarta,Digital Marketing Skills
510,DKI Jakarta,Marketing Strategy
510,DKI Jakarta,Manage Digital Marketing Campaign
510,DKI Jakarta,Content Marketing
510,DKI Jakarta,Content Strategy
510,DKI Jakarta,Digital Marketing Plan
510,DKI Jakarta,Digital Campaign
510,DKI Jakarta,Digital Marketing Strategy
510,DKI Jakarta,Digital Marketing Experience
510,DKI Jakarta,Social Media Management and Data Informed Digital Marketing Strategies and SEO
510,DKI Jakarta,Digital Media Marketing
511,DKI Jakarta,Selling Skills
511,DKI Jakarta,Automotive
511,DKI Jakarta,Communication Skills
511,DKI Jakarta,Sales
511,DKI Jakarta,B2b Selling Experience
511,DKI Jakarta,Good Communication Skills
512,DKI Jakarta,Creative Problem Solving
512,DKI Jakarta,Teknik Elektro
512,DKI Jakarta,Project Management
512,DKI Jakarta,Strong Leadership Skills
512,DKI Jakarta,Teknik Mesin
512,DKI Jakarta,Bahasa Inggris
512,DKI Jakarta,Bahasa Inggris Aktif
512,DKI Jakarta,Budgeting/planning
512,DKI Jakarta,Project Management Skills
512,DKI Jakarta,Strong Leadership
513,DKI Jakarta,Leadership And Managing
513,DKI Jakarta,Leadership Development
513,DKI Jakarta,Leadership
513,DKI Jakarta,Strong Leadership Skills
513,DKI Jakarta,Effective Leadership
513,DKI Jakarta,Organizational Leadership
513,DKI Jakarta,Fast Learner
513,DKI Jakarta,Leadership Skills
513,DKI Jakarta,Team Leadership
513,DKI Jakarta,Willing To Learn Attitude
514,DKI Jakarta,Performance Marketing
514,DKI Jakarta,Digital Marketing
514,DKI Jakarta,English
514,DKI Jakarta,Paid Search Strategy
514,DKI Jakarta,Online Marketing Strategy
514,DKI Jakarta,Paid Advertising
514,DKI Jakarta,SEM
514,DKI Jakarta,Paid Search Optimization
514,DKI Jakarta,Coaching & Mentoring
515,Sumatera Utara,Team Building
515,Sumatera Utara,Negotiation
515,Sumatera Utara,Leadership
515,Sumatera Utara,Communication
515,Sumatera Utara,Good Communication Skills
516,DKI Jakarta,Basic Korean
516,DKI Jakarta,Know Basic Korean
516,DKI Jakarta,Korean
516,DKI Jakarta,English-indonesia Translation
516,DKI Jakarta,Fluent In Korean
516,DKI Jakarta,Fluent In English Both Oral And Written
516,DKI Jakarta,Translation
516,DKI Jakarta,Korean Language
516,DKI Jakarta,Korean Speaking
516,DKI Jakarta,Basic Korean Spoken
517,Jawa Barat,Sales Operations
517,Jawa Barat,Sales
517,Jawa Barat,B2b Sales
518,DKI Jakarta,Warehouse Operation
518,DKI Jakarta,Data Warehousing
518,DKI Jakarta,Warehouse Management
518,DKI Jakarta,Warehouse Management System (WMS)
518,DKI Jakarta,Warehouse And Logistic Management
519,DKI Jakarta,Data Manipulation
519,DKI Jakarta,Data Modeling
519,DKI Jakarta,Apache Hadoop
519,DKI Jakarta,Tableau
519,DKI Jakarta,Redshift
519,DKI Jakarta,Hadoop Platform
519,DKI Jakarta,hadoop spark
519,DKI Jakarta,Hadoop
519,DKI Jakarta,Data Management
519,DKI Jakarta,Cloudera
519,DKI Jakarta,Cloudera Impala
519,DKI Jakarta,Cloudera Manager
519,DKI Jakarta,R (Statistical Language)
519,DKI Jakarta,Statistical Data Analysis
519,DKI Jakarta,Statistics
520,Jawa Barat,Microsoft Excel
520,Jawa Barat,General Ledger
520,Jawa Barat,Bank Reconciliation
520,Jawa Barat,Balance Sheet
520,Jawa Barat,E-faktur (tax)
520,Jawa Barat,Tax Accounting
520,Jawa Barat,Financial Accounting
520,Jawa Barat,E-spt (tax)
521,Jawa Tengah,Front-end
521,Jawa Tengah,JavaScript
521,Jawa Tengah,MySQL
521,Jawa Tengah,VPS + Shared Hosting
521,Jawa Tengah,Servers
521,Jawa Tengah,Php Programming
521,Jawa Tengah,Content Writing
521,Jawa Tengah,Web Applications
521,Jawa Tengah,Website Development
521,Jawa Tengah,AJAX
521,Jawa Tengah,Php Codeigniter
521,Jawa Tengah,Html / Css / Bootstrap
521,Jawa Tengah,Html5 & Css3
521,Jawa Tengah,PHP
521,Jawa Tengah,Web Development
521,Jawa Tengah,Web Programming
521,Jawa Tengah,Php Laravel
521,Jawa Tengah,Vps
521,Jawa Tengah,Mysql Phpmyadmin
521,Jawa Tengah,​MVC/MVP/MVVM
521,Jawa Tengah,HTML
521,Jawa Tengah,JavaScript (ES6)
521,Jawa Tengah,Php Frameworks
521,Jawa Tengah,CSS
521,Jawa Tengah,Php Ci
521,Jawa Tengah,PHP Laravel Framework
522,Jawa Barat,Project Management
522,Jawa Barat,Software Development
522,Jawa Barat,Microsoft Office
522,Jawa Barat,Project Implementation
522,Jawa Barat,Project Planning
522,Jawa Barat,Product Development
522,Jawa Barat,Project Engineering
523,Jawa Barat,Excellent Time Management
523,Jawa Barat,Ms Excel
523,Jawa Barat,Deadline Oriented
524,DKI Jakarta,Labour Regulation
524,DKI Jakarta,Microsoft Office
524,DKI Jakarta,Recruitment
524,DKI Jakarta,Observation And Interview
525,Banten,Positive Language
525,Banten,Excellent Written And Spoken English Skills
525,Banten,Community Builder
525,Banten,Good Communication Skills
525,Banten,Other Skill Language
525,Banten,Digital Marketing
525,Banten,Teamwork
525,Banten,Digital Media
525,Banten,Communication
526,Jawa Barat,Moodboards
526,Jawa Barat,Trend Analysis
526,Jawa Barat,Basic patern maker
526,Jawa Barat,Fabric
526,Jawa Barat,Adobe Photoshop
526,Jawa Barat,Presentation Skills
527,DKI Jakarta,CodeIgniter
527,DKI Jakarta,Laravel
527,DKI Jakarta,PHP
527,DKI Jakarta,ReactJS
527,DKI Jakarta,Python
528,DI Yogyakarta,JIRA
528,DI Yogyakarta,Rabbitmq
528,DI Yogyakarta,Vue.js
528,DI Yogyakarta,Restful Api
528,DI Yogyakarta,Golang
529,Kepulauan Riau,Sales management (Sales & Pre Sales).
529,Kepulauan Riau,Mampu Bernegosiasi
529,Kepulauan Riau,Sales Marketing
530,DI Yogyakarta,Data Processing
530,DI Yogyakarta,Python
530,DI Yogyakarta,C/c++
530,DI Yogyakarta,Machine Learning
530,DI Yogyakarta,Artificial Intelligence
530,DI Yogyakarta,Data Science
530,DI Yogyakarta,Machine Learning Implementation
530,DI Yogyakarta,Python Programming
531,Kalimantan Timur,Kemampuan Negosiasi
531,Kalimantan Timur,Good Communication Skills
531,Kalimantan Timur,Sales Marketing
532,Kepulauan Riau,Github
532,Kepulauan Riau,JavaScript
532,Kepulauan Riau,HTML
532,Kepulauan Riau,MySQL
532,Kepulauan Riau,Sql Server
532,Kepulauan Riau,PostgreSQL
532,Kepulauan Riau,CSS
532,Kepulauan Riau,Python
532,Kepulauan Riau,ASP.NET
532,Kepulauan Riau,nodejs
532,Kepulauan Riau,Cron job
532,Kepulauan Riau,PHP
532,Kepulauan Riau,MongoDB
532,Kepulauan Riau,C#
532,Kepulauan Riau,JSON
532,Kepulauan Riau,Git
533,DKI Jakarta,Teamwork
533,DKI Jakarta,Client Relations
533,DKI Jakarta,Database
533,DKI Jakarta,Good Communication Skills
533,DKI Jakarta,MySQL
533,DKI Jakarta,Google Drive
533,DKI Jakarta,Google Spreadsheet
534,Jawa Barat,Oracle Netsuit
534,Jawa Barat,Oracle ERP
534,Jawa Barat,English
534,Jawa Barat,Accounting
534,Jawa Barat,Oracle Applications
535,Jawa Barat,Attention To Detail
535,Jawa Barat,Good Communication Skills
535,Jawa Barat,Adobe Premiere Pro
535,Jawa Barat,Innovative And Creative
535,Jawa Barat,Adobe Photoshop
535,Jawa Barat,Good Listener
535,Jawa Barat,Deadline Oriented
535,Jawa Barat,Presentation Skills
536,Riau,Proactive And Fast Learner
536,Riau,Digital Marketing
536,Riau,Teamwork
536,Riau,Negotiation
536,Riau,Innovative
536,Riau,B2b Sales
536,Riau,Good Communication Skills
536,Riau,Presentation Skills
537,DKI Jakarta,Data Science
537,DKI Jakarta,Python
537,DKI Jakarta,Phyton Spark
537,DKI Jakarta,Phyton Programming
537,DKI Jakarta,Sass
537,DKI Jakarta,R (Statistical Language)
537,DKI Jakarta,Phyton
537,DKI Jakarta,Statistical Data Analysis
537,DKI Jakarta,Statistics
538,DI Yogyakarta,Sales Management
538,DI Yogyakarta,Sales
538,DI Yogyakarta,B2b Sales
539,Banten,English Writing
539,Banten,English
539,Banten,Ecommerce
539,Banten,Microsoft Office
539,Banten,Marketing
539,Banten,Project Planning
539,Banten,Ecommerce Vendor
539,Banten,Ecommerce Web Site
539,Banten,Digital And Ecommerce
539,Banten,Network To Ecommerces
539,Banten,Ecommerce Platfrom
539,Banten,Ecommerce Management
540,DKI Jakarta,Community Engagement
540,DKI Jakarta,Social Media Marketing
540,DKI Jakarta,Data analytics
540,DKI Jakarta,Content Marketing
540,DKI Jakarta,Web Content Management
540,DKI Jakarta,Google Analytics
540,DKI Jakarta,Seo Content Writing
541,DKI Jakarta,Node.js
541,DKI Jakarta,JavaScript
541,DKI Jakarta,MySQL
541,DKI Jakarta,Sql Server
541,DKI Jakarta,Java
541,DKI Jakarta,Php Programming
541,DKI Jakarta,PostgreSQL
541,DKI Jakarta,Php Codeigniter
541,DKI Jakarta,nodejs
541,DKI Jakarta,Rest Api
541,DKI Jakarta,Php Laravel
541,DKI Jakarta,Java Programming
541,DKI Jakarta,JSON
541,DKI Jakarta,Restful Api
541,DKI Jakarta,Golang
541,DKI Jakarta,JavaScript (ES6)
541,DKI Jakarta,Core Java
541,DKI Jakarta,Django
541,DKI Jakarta,AJAX
541,DKI Jakarta,Android Java
541,DKI Jakarta,Java Enterprise Edition
542,DKI Jakarta,Creativity Skills
542,DKI Jakarta,Graphic Design
542,DKI Jakarta,Motion Graphic Video
542,DKI Jakarta,Tipografi
542,DKI Jakarta,Design 3d
543,DKI Jakarta,Photo & Video Editing
543,DKI Jakarta,Graphic Design
543,DKI Jakarta,Ilustrator
543,DKI Jakarta,Adobe Photoshop
544,DKI Jakarta,Katalon
544,DKI Jakarta,Selenium
544,DKI Jakarta,QA Automation
545,Jawa Tengah,Writing
545,Jawa Tengah,Attention To Detail
545,Jawa Tengah,Good Teamwork
545,Jawa Tengah,Script Writer
545,Jawa Tengah,Education
545,Jawa Tengah,Detailed Oriented
546,DKI Jakarta,Adobe Illustrator
546,DKI Jakarta,Adobe After Effects
546,DKI Jakarta,Adobe Premiere Pro
546,DKI Jakarta,Adobe Photoshop
546,DKI Jakarta,Mandarin Chinese
547,Jawa Barat,Social Media Marketing
547,Jawa Barat,Digital Marketing
547,Jawa Barat,Instagram Ads
547,Jawa Barat,Facebook Ads
547,Jawa Barat,Google Ads
548,DKI Jakarta,Marketing
548,DKI Jakarta,Marketing Management
548,DKI Jakarta,Market Research
548,DKI Jakarta,Sales Management
548,DKI Jakarta,Sales
548,DKI Jakarta,Marketing Strategy
548,DKI Jakarta,Sales Marketing
549,DKI Jakarta,Mobile Development
549,DKI Jakarta,Rest Api
549,DKI Jakarta,Mobile Applications
550,DKI Jakarta,Tax Accounting
550,DKI Jakarta,Bank Reconciliation
550,DKI Jakarta,Tax Brevet A&b
551,Jawa Timur,Sales management (Sales & Pre Sales).
551,Jawa Timur,Mandarin Pre Basic
551,Jawa Timur,Sales Operations
551,Jawa Timur,Sales Marketing
552,DKI Jakarta,Self Driven And Motivated
552,DKI Jakarta,Operational Efficiency
552,DKI Jakarta,Good Interpersonal Skills
552,DKI Jakarta,Maintanance Of Equipment
552,DKI Jakarta,Good Time Management
552,DKI Jakarta,Coordinating
552,DKI Jakarta,Administrative Assistance
552,DKI Jakarta,Documentation
552,DKI Jakarta,Good Communication Skills
552,DKI Jakarta,Document Filling
552,DKI Jakarta,Positive Work Attitude
552,DKI Jakarta,Love Playing Games
552,DKI Jakarta,Internal Controls
552,DKI Jakarta,proposal and presentation skills
552,DKI Jakarta,Fluent In English Both Oral And Written
553,Jawa Barat,Manual Testing
553,Jawa Barat,Quality Assurance
553,Jawa Barat,Quality Control
554,Kepulauan Riau,Java
554,Kepulauan Riau,Hibernate
554,Kepulauan Riau,Spring Boot
554,Kepulauan Riau,Jee
554,Kepulauan Riau,Soap
554,Kepulauan Riau,Activemq
554,Kepulauan Riau,Ibm Mq
554,Kepulauan Riau,Rest Ws
554,Kepulauan Riau,Spring
554,Kepulauan Riau,Di/ioc
554,Kepulauan Riau,Jasper
554,Kepulauan Riau,Test-Driven Development
554,Kepulauan Riau,Azure
554,Kepulauan Riau,Docker
554,Kepulauan Riau,Kubernetes
554,Kepulauan Riau,nodejs
554,Kepulauan Riau,Ci/cd
555,Jawa Timur,Customer Service
555,Jawa Timur,Marketing
555,Jawa Timur,Customer Relations
555,Jawa Timur,Sales Marketing
556,Jawa Timur,English
556,Jawa Timur,Sales Management
556,Jawa Timur,Direct Sales
556,Jawa Timur,Sales
556,Jawa Timur,Microsoft Office
556,Jawa Timur,Sales Presentations
556,Jawa Timur,B2b Sales
556,Jawa Timur,Good Communication Skills
556,Jawa Timur,Sales And Marketing
556,Jawa Timur,Administration
557,DKI Jakarta,Account Management
557,DKI Jakarta,Account Manager
557,DKI Jakarta,Key Account Management
558,Jawa Barat,Sales Management
558,Jawa Barat,CRM
558,Jawa Barat,Sales
559,DKI Jakarta,English Speaking
559,DKI Jakarta,Rapid Test
559,DKI Jakarta,Glucose Meter
559,DKI Jakarta,Otc Product
559,DKI Jakarta,Ivd Product
560,DKI Jakarta,Persuasive Communication
560,DKI Jakarta,Account Executive
560,DKI Jakarta,Sales
560,DKI Jakarta,Microsoft Office
560,DKI Jakarta,Good Communication Skills
560,DKI Jakarta,Presentation Skills
561,DKI Jakarta,Scrum Framework
561,DKI Jakarta,Certified Scrum Master
561,DKI Jakarta,Scrum
562,Kepulauan Riau,JavaScript
562,Kepulauan Riau,ReactJS
562,Kepulauan Riau,Uiux Designer
562,Kepulauan Riau,AngularJS
563,DKI Jakarta,Functional Testing
563,DKI Jakarta,Regression Testing
563,DKI Jakarta,Manual Testing
563,DKI Jakarta,Programming Languages
563,DKI Jakarta,Automation Testing
564,DKI Jakarta,Business Operations
564,DKI Jakarta,Cross Border
564,DKI Jakarta,Sales Operations
564,DKI Jakarta,Cross Border Tracking
564,DKI Jakarta,Cross Border Deals
564,DKI Jakarta,Operations Management
565,DKI Jakarta,Good Appearance
565,DKI Jakarta,Public Speaking
565,DKI Jakarta,Fluent In English Both Oral And Written
565,DKI Jakarta,Good Communication Skills
565,DKI Jakarta,Media & Entertainment
565,DKI Jakarta,Public Relations
565,DKI Jakarta,Problem Solving
565,DKI Jakarta,Critical Thinking
565,DKI Jakarta,Product Representative
565,DKI Jakarta,Able To Work Under Pressure
565,DKI Jakarta,Strong Public Speaking
566,Jawa Barat,Prototyping
566,Jawa Barat,Ui/ux Design
566,Jawa Barat,Critical Thinking
566,Jawa Barat,User Research
566,Jawa Barat,HTML
566,Jawa Barat,CSS
566,Jawa Barat,Figma
566,Jawa Barat,Balsamiq
567,Kepulauan Riau,Node.js
567,Kepulauan Riau,ReactJS
567,Kepulauan Riau,English
567,Kepulauan Riau,Java
567,Kepulauan Riau,Database
567,Kepulauan Riau,Cloud Computing
567,Kepulauan Riau,Application Development
568,Kepulauan Riau,JavaScript
568,Kepulauan Riau,ReactJS
568,Kepulauan Riau,HTML
568,Kepulauan Riau,MySQL
568,Kepulauan Riau,Englsih
568,Kepulauan Riau,CSS
568,Kepulauan Riau,Fresh Graduate
