id_loker,provinsi,jumlah_loker
2214,Banten,1219
2215,Kalimantan Barat,54
2216,Jawa Barat,1771
2217,Daerah Khusus Ibukota Jakarta,5985
2218,Jawa Barat,1771
2219,Bali,214
2220,Kalimantan Barat,54
2221,Daerah Khusus Ibukota Jakarta,5985
2222,Daerah Khusus Ibukota Jakarta,5985
2223,Daerah Khusus Ibukota Jakarta,5985
2224,Daerah Khusus Ibukota Jakarta,5985
2225,Daerah Istimewa Yogyakarta,216
2226,Jawa Barat,1771
2227,Jawa Timur,1296
2228,Daerah Khusus Ibukota Jakarta,5985
2229,Jawa Barat,1771
2230,Kalimantan Timur,159
2231,Nusa Tenggara Timur,18
2232,Daerah Khusus Ibukota Jakarta,5985
2233,Daerah Khusus Ibukota Jakarta,5985
2234,Papua Barat,12
2235,Daerah Khusus Ibukota Jakarta,5985
2236,Banten,1219
2237,Daerah Khusus Ibukota Jakarta,5985
2238,Kalimantan Timur,159
2239,Jawa Barat,1771
2240,Jawa Barat,1771
2241,Jawa Barat,1771
2242,Daerah Khusus Ibukota Jakarta,5985
2243,Daerah Istimewa Yogyakarta,216
2244,Daerah Khusus Ibukota Jakarta,5985
2245,Daerah Khusus Ibukota Jakarta,5985
2246,Daerah Khusus Ibukota Jakarta,5985
2247,Daerah Khusus Ibukota Jakarta,5985
2248,Sulawesi Selatan,121
2249,Daerah Khusus Ibukota Jakarta,5985
2250,Daerah Khusus Ibukota Jakarta,5985
2251,Jawa Barat,1771
2252,Banten,1219
2253,Jawa Barat,1771
2254,Daerah Khusus Ibukota Jakarta,5985
2255,Daerah Khusus Ibukota Jakarta,5985
2256,Daerah Khusus Ibukota Jakarta,5985
2257,Jawa Barat,1771
2258,Daerah Khusus Ibukota Jakarta,5985
2259,Daerah Khusus Ibukota Jakarta,5985
2260,Banten,1219
2261,Jawa Timur,1296
2262,Banten,1219
2263,Kalimantan Barat,54
2264,Banten,1219
2265,Jawa Timur,1296
2266,Banten,1219
2267,Jawa Tengah,548
2268,Daerah Khusus Ibukota Jakarta,5985
2269,Jawa Timur,1296
2270,Jawa Timur,1296
2271,Bali,214
2272,Daerah Khusus Ibukota Jakarta,5985
2273,Daerah Khusus Ibukota Jakarta,5985
2274,Jawa Barat,1771
2275,Jawa Timur,1296
2276,Daerah Khusus Ibukota Jakarta,5985
2277,Jawa Timur,1296
2278,Sumatera Barat,17
2279,Jawa Timur,1296
2280,Daerah Khusus Ibukota Jakarta,5985
2281,Daerah Khusus Ibukota Jakarta,5985
2282,Daerah Khusus Ibukota Jakarta,5985
2283,Banten,1219
2284,Jawa Barat,1771
2285,Jawa Barat,1771
2286,Jawa Barat,1771
2287,Banten,1219
2288,Kalimantan Selatan,72
2289,Bali,214
2290,Jambi,37
2291,Daerah Khusus Ibukota Jakarta,5985
2292,Jawa Tengah,548
2293,Jawa Barat,1771
2294,Daerah Khusus Ibukota Jakarta,5985
2295,Banten,1219
2296,Daerah Khusus Ibukota Jakarta,5985
2297,Daerah Khusus Ibukota Jakarta,5985
2298,Daerah Khusus Ibukota Jakarta,5985
2299,Banten,1219
2300,Daerah Khusus Ibukota Jakarta,5985
2301,Daerah Khusus Ibukota Jakarta,5985
2302,Daerah Khusus Ibukota Jakarta,5985
2303,Jawa Timur,1296
2304,Jawa Barat,1771
2305,Jawa Barat,1771
2306,Kalimantan Timur,159
2307,Nusa Tenggara Barat,37
2308,Banten,1219
2309,Jawa Timur,1296
2310,Kalimantan Barat,54
2311,Bali,214
2312,Kalimantan Timur,159
2313,Daerah Khusus Ibukota Jakarta,5985
2314,Daerah Khusus Ibukota Jakarta,5985
2315,Kalimantan Timur,159
2316,Daerah Khusus Ibukota Jakarta,5985
2317,Jawa Barat,1771
2318,Daerah Istimewa Yogyakarta,216
2319,Daerah Khusus Ibukota Jakarta,5985
2320,Gorontalo,7
2321,Daerah Khusus Ibukota Jakarta,5985
2322,Daerah Khusus Ibukota Jakarta,5985
2323,Daerah Istimewa Yogyakarta,216
2324,Daerah Khusus Ibukota Jakarta,5985
2325,Jawa Barat,1771
2326,Kalimantan Barat,54
2327,Daerah Khusus Ibukota Jakarta,5985
2328,Daerah Khusus Ibukota Jakarta,5985
2329,Daerah Khusus Ibukota Jakarta,5985
2330,Jawa Barat,1771
2331,Jawa Timur,1296
2332,Daerah Khusus Ibukota Jakarta,5985
2333,Daerah Istimewa Yogyakarta,216
2334,Daerah Khusus Ibukota Jakarta,5985
2335,Banten,1219
2336,Daerah Khusus Ibukota Jakarta,5985
2337,Banten,1219
2338,Daerah Khusus Ibukota Jakarta,5985
2339,Daerah Istimewa Yogyakarta,216
2340,Daerah Khusus Ibukota Jakarta,5985
2341,Banten,1219
2342,Kalimantan Timur,159
2343,Banten,1219
2344,Kalimantan Utara,22
2345,Sumatera Selatan,120
2346,Jawa Tengah,548
2347,Kalimantan Timur,159
2348,Jawa Timur,1296
2349,Jawa Barat,1771
2350,Daerah Khusus Ibukota Jakarta,5985
2351,Jawa Barat,1771
2352,Jawa Tengah,548
2353,Jawa Barat,1771
2354,Jawa Tengah,548
2355,Jawa Timur,1296
2356,Daerah Khusus Ibukota Jakarta,5985
2357,Kalimantan Timur,159
2358,Daerah Khusus Ibukota Jakarta,5985
2359,Daerah Khusus Ibukota Jakarta,5985
2360,Sulawesi Selatan,121
2361,Daerah Khusus Ibukota Jakarta,5985
2362,Daerah Khusus Ibukota Jakarta,5985
2363,Riau,86
2364,Banten,1219
2365,Daerah Khusus Ibukota Jakarta,5985
2366,Daerah Khusus Ibukota Jakarta,5985
2367,Daerah Khusus Ibukota Jakarta,5985
2368,Banten,1219
2369,Daerah Khusus Ibukota Jakarta,5985
2370,Daerah Khusus Ibukota Jakarta,5985
2371,Jawa Barat,1771
2372,Daerah Khusus Ibukota Jakarta,5985
2373,Daerah Khusus Ibukota Jakarta,5985
2374,Daerah Khusus Ibukota Jakarta,5985
2375,Jawa Tengah,548
2376,Daerah Khusus Ibukota Jakarta,5985
2377,Banten,1219
2378,Daerah Khusus Ibukota Jakarta,5985
2379,Daerah Khusus Ibukota Jakarta,5985
2380,Kalimantan Selatan,72
2381,Daerah Khusus Ibukota Jakarta,5985
2382,Daerah Khusus Ibukota Jakarta,5985
2383,Jawa Barat,1771
2384,Daerah Khusus Ibukota Jakarta,5985
2385,Daerah Khusus Ibukota Jakarta,5985
2386,Jambi,37
2387,Sulawesi Selatan,121
2388,Daerah Khusus Ibukota Jakarta,5985
2389,Banten,1219
2390,Daerah Khusus Ibukota Jakarta,5985
2391,Jawa Barat,1771
2392,Daerah Khusus Ibukota Jakarta,5985
2393,Daerah Khusus Ibukota Jakarta,5985
2394,Banten,1219
2395,Banten,1219
2396,Daerah Khusus Ibukota Jakarta,5985
2397,Daerah Khusus Ibukota Jakarta,5985
2398,Daerah Khusus Ibukota Jakarta,5985
2399,Daerah Khusus Ibukota Jakarta,5985
2400,Daerah Khusus Ibukota Jakarta,5985
2401,Daerah Khusus Ibukota Jakarta,5985
2402,Daerah Khusus Ibukota Jakarta,5985
2403,Daerah Khusus Ibukota Jakarta,5985
2404,Daerah Khusus Ibukota Jakarta,5985
2405,Banten,1219
2406,Daerah Khusus Ibukota Jakarta,5985
2407,Jawa Barat,1771
2408,Jawa Timur,1296
2409,Daerah Khusus Ibukota Jakarta,5985
2410,Jawa Timur,1296
2411,Kalimantan Timur,159
2412,Bali,214
2413,Daerah Khusus Ibukota Jakarta,5985
2414,Sulawesi Selatan,121
2415,Daerah Khusus Ibukota Jakarta,5985
2416,Kalimantan Selatan,72
2417,Daerah Istimewa Yogyakarta,216
2418,Kalimantan Selatan,72
2419,Banten,1219
2420,Jawa Tengah,548
2421,Daerah Khusus Ibukota Jakarta,5985
2422,Kalimantan Timur,159
2423,Kalimantan Selatan,72
2424,Daerah Khusus Ibukota Jakarta,5985
2425,Daerah Khusus Ibukota Jakarta,5985
2426,Daerah Khusus Ibukota Jakarta,5985
2427,Jawa Tengah,548
2428,Jawa Barat,1771
2429,Banten,1219
2430,Jawa Barat,1771
2431,Jawa Barat,1771
2432,Jawa Barat,1771
2433,Jawa Barat,1771
2434,Jawa Barat,1771
2435,Sumatera Selatan,120
2436,Daerah Khusus Ibukota Jakarta,5985
2437,Jawa Barat,1771
2438,Jawa Barat,1771
2439,Banten,1219
2440,Kalimantan Barat,54
2441,Daerah Khusus Ibukota Jakarta,5985
2442,Banten,1219
2443,Daerah Khusus Ibukota Jakarta,5985
2444,Daerah Khusus Ibukota Jakarta,5985
2445,Jawa Barat,1771
2446,Daerah Khusus Ibukota Jakarta,5985
2447,Jawa Barat,1771
2448,Jawa Barat,1771
2449,Sumatera Selatan,120
2450,Daerah Khusus Ibukota Jakarta,5985
2451,Daerah Khusus Ibukota Jakarta,5985
2452,Jawa Barat,1771
2453,Daerah Khusus Ibukota Jakarta,5985
2454,Jawa Barat,1771
2455,Banten,1219
2456,Jawa Barat,1771
2457,Daerah Khusus Ibukota Jakarta,5985
2458,Jawa Barat,1771
2459,Sulawesi Selatan,121
2460,Jawa Tengah,548
2461,Sulawesi Selatan,121
2462,Daerah Khusus Ibukota Jakarta,5985
2463,Sulawesi Selatan,121
2464,Daerah Khusus Ibukota Jakarta,5985
2465,Daerah Istimewa Yogyakarta,216
2466,Daerah Khusus Ibukota Jakarta,5985
2467,Sumatera Utara,225
2468,Sumatera Utara,225
2469,Daerah Khusus Ibukota Jakarta,5985
2470,Banten,1219
2471,Daerah Khusus Ibukota Jakarta,5985
2472,Daerah Khusus Ibukota Jakarta,5985
2473,Jawa Timur,1296
2474,Sulawesi Utara,42
2475,Sulawesi Utara,42
2476,Maluku,6
2477,Bali,214
2478,Daerah Khusus Ibukota Jakarta,5985
2479,Daerah Khusus Ibukota Jakarta,5985
2480,Daerah Khusus Ibukota Jakarta,5985
2481,Jawa Barat,1771
2482,Jawa Barat,1771
2483,Jawa Timur,1296
2484,Bali,214
2485,Daerah Khusus Ibukota Jakarta,5985
2486,Jawa Timur,1296
2487,Daerah Khusus Ibukota Jakarta,5985
2488,Jawa Barat,1771
2489,Kalimantan Timur,159
2490,Daerah Khusus Ibukota Jakarta,5985
2491,Daerah Khusus Ibukota Jakarta,5985
2492,Kalimantan Selatan,72
2493,Daerah Khusus Ibukota Jakarta,5985
2494,Riau,86
2495,Jawa Barat,1771
2496,Jawa Timur,1296
2497,Bali,214
2498,Sulawesi Selatan,121
2499,Jawa Timur,1296
2500,Jawa Barat,1771
2501,Sulawesi Utara,42
2502,Daerah Khusus Ibukota Jakarta,5985
2503,Daerah Khusus Ibukota Jakarta,5985
2504,Sulawesi Utara,42
2505,Daerah Khusus Ibukota Jakarta,5985
2506,Daerah Khusus Ibukota Jakarta,5985
2507,Daerah Khusus Ibukota Jakarta,5985
2508,Daerah Khusus Ibukota Jakarta,5985
2509,Daerah Khusus Ibukota Jakarta,5985
2510,Daerah Khusus Ibukota Jakarta,5985
2511,Daerah Khusus Ibukota Jakarta,5985
2512,Papua,16
2513,Daerah Khusus Ibukota Jakarta,5985
2514,Jawa Barat,1771
2515,Sulawesi Tenggara,20
2516,Jawa Barat,1771
2517,Jawa Timur,1296
2518,Daerah Khusus Ibukota Jakarta,5985
2519,Sulawesi Tenggara,20
2520,Jawa Timur,1296
2521,Jawa Timur,1296
2522,Daerah Khusus Ibukota Jakarta,5985
2523,Maluku Utara,14
2524,Jawa Timur,1296
2525,Daerah Khusus Ibukota Jakarta,5985
2526,Daerah Khusus Ibukota Jakarta,5985
2527,Daerah Khusus Ibukota Jakarta,5985
2528,Jawa Timur,1296
2529,Sulawesi Selatan,121
2530,Kalimantan Tengah,45
2531,Daerah Khusus Ibukota Jakarta,5985
2532,Daerah Khusus Ibukota Jakarta,5985
2533,Daerah Istimewa Yogyakarta,216
2534,Bali,214
2535,Bali,214
2536,Daerah Khusus Ibukota Jakarta,5985
2537,Jawa Barat,1771
2538,Bali,214
2539,Jawa Barat,1771
2540,Bali,214
2541,Daerah Khusus Ibukota Jakarta,5985
2542,Daerah Khusus Ibukota Jakarta,5985
2543,Daerah Khusus Ibukota Jakarta,5985
2544,Jawa Timur,1296
2545,Bali,214
2546,Jawa Tengah,548
2547,Kalimantan Timur,159
2548,Banten,1219
2549,Daerah Khusus Ibukota Jakarta,5985
2550,Daerah Khusus Ibukota Jakarta,5985
2551,Kalimantan Timur,159
2552,Daerah Khusus Ibukota Jakarta,5985
2553,Jawa Tengah,548
2554,Kalimantan Timur,159
2555,Jawa Timur,1296
2556,Daerah Khusus Ibukota Jakarta,5985
2557,Daerah Khusus Ibukota Jakarta,5985
2558,Jawa Timur,1296
2559,Daerah Khusus Ibukota Jakarta,5985
2560,Daerah Khusus Ibukota Jakarta,5985
2561,Sulawesi Utara,42
2562,Daerah Khusus Ibukota Jakarta,5985
2563,Jawa Timur,1296
2564,Daerah Khusus Ibukota Jakarta,5985
2565,Jawa Barat,1771
2566,Daerah Khusus Ibukota Jakarta,5985
2567,Daerah Khusus Ibukota Jakarta,5985
2568,Jawa Timur,1296
2569,Kalimantan Selatan,72
2570,Jawa Timur,1296
2571,Jawa Barat,1771
2572,Jawa Timur,1296
2573,Kalimantan Timur,159
2574,Jawa Timur,1296
2575,Banten,1219
2576,Daerah Khusus Ibukota Jakarta,5985
2577,Daerah Khusus Ibukota Jakarta,5985
2578,Daerah Khusus Ibukota Jakarta,5985
2579,Daerah Khusus Ibukota Jakarta,5985
2580,Kalimantan Timur,159
2581,Jawa Barat,1771
2582,Daerah Khusus Ibukota Jakarta,5985
2583,Daerah Khusus Ibukota Jakarta,5985
2584,Kalimantan Timur,159
2585,Daerah Istimewa Yogyakarta,216
2586,Jawa Timur,1296
2587,Daerah Khusus Ibukota Jakarta,5985
2588,Daerah Khusus Ibukota Jakarta,5985
2589,Kalimantan Tengah,45
2590,Banten,1219
2591,Daerah Khusus Ibukota Jakarta,5985
2592,Daerah Khusus Ibukota Jakarta,5985
2593,Banten,1219
2594,Daerah Khusus Ibukota Jakarta,5985
2595,Jawa Timur,1296
2596,Jawa Timur,1296
2597,Jawa Barat,1771
2598,Bali,214
2599,Banten,1219
2600,Sumatera Selatan,120
2601,Jawa Tengah,548
2602,Daerah Khusus Ibukota Jakarta,5985
2603,Daerah Khusus Ibukota Jakarta,5985
2604,Daerah Khusus Ibukota Jakarta,5985
2605,Jawa Barat,1771
2606,Daerah Khusus Ibukota Jakarta,5985
2607,Jawa Barat,1771
2608,Daerah Istimewa Yogyakarta,216
2609,Kepulauan Riau,126
2610,Daerah Khusus Ibukota Jakarta,5985
2611,Daerah Khusus Ibukota Jakarta,5985
2612,Jawa Barat,1771
2613,Daerah Khusus Ibukota Jakarta,5985
2614,Daerah Khusus Ibukota Jakarta,5985
2615,Daerah Khusus Ibukota Jakarta,5985
2616,Banten,1219
2617,Daerah Khusus Ibukota Jakarta,5985
2618,Daerah Khusus Ibukota Jakarta,5985
2619,Daerah Khusus Ibukota Jakarta,5985
2620,Jawa Barat,1771
2621,Daerah Khusus Ibukota Jakarta,5985
2622,Lampung,43
2623,Daerah Khusus Ibukota Jakarta,5985
2624,Sulawesi Selatan,121
2625,Jawa Barat,1771
2626,Daerah Khusus Ibukota Jakarta,5985
2627,Jawa Timur,1296
2628,Bali,214
2629,Kalimantan Timur,159
2630,Kalimantan Selatan,72
2631,Jawa Tengah,548
2632,Daerah Khusus Ibukota Jakarta,5985
2633,Daerah Khusus Ibukota Jakarta,5985
2634,Banten,1219
2635,Banten,1219
2636,Bali,214
2637,Daerah Khusus Ibukota Jakarta,5985
2638,Daerah Khusus Ibukota Jakarta,5985
2639,Daerah Istimewa Yogyakarta,216
2640,Daerah Khusus Ibukota Jakarta,5985
2641,Banten,1219
2642,Jawa Barat,1771
2643,Banten,1219
2644,Daerah Khusus Ibukota Jakarta,5985
2645,Daerah Khusus Ibukota Jakarta,5985
2646,Daerah Khusus Ibukota Jakarta,5985
2647,Daerah Khusus Ibukota Jakarta,5985
2648,Jawa Barat,1771
2649,Daerah Khusus Ibukota Jakarta,5985
2650,Daerah Khusus Ibukota Jakarta,5985
2651,Daerah Khusus Ibukota Jakarta,5985
2652,Jawa Timur,1296
2653,Bali,214
2654,Jawa Barat,1771
2655,Sumatera Utara,225
2656,Jawa Barat,1771
2657,Daerah Khusus Ibukota Jakarta,5985
2658,Jawa Timur,1296
2659,Jawa Timur,1296
2660,Jawa Barat,1771
2661,Banten,1219
2662,Daerah Khusus Ibukota Jakarta,5985
2663,Aceh,21
2664,Sulawesi Selatan,121
2665,Daerah Khusus Ibukota Jakarta,5985
2666,Jawa Barat,1771
2667,Daerah Khusus Ibukota Jakarta,5985
2668,Banten,1219
2669,Daerah Istimewa Yogyakarta,216
2670,Daerah Khusus Ibukota Jakarta,5985
2671,Bali,214
2672,Daerah Khusus Ibukota Jakarta,5985
2673,Jawa Barat,1771
2674,Sumatera Utara,225
2675,Daerah Khusus Ibukota Jakarta,5985
2676,Sulawesi Selatan,121
2677,Daerah Istimewa Yogyakarta,216
2678,Banten,1219
2679,Daerah Istimewa Yogyakarta,216
2680,Daerah Khusus Ibukota Jakarta,5985
2681,Daerah Khusus Ibukota Jakarta,5985
2682,Daerah Khusus Ibukota Jakarta,5985
2683,Jawa Tengah,548
2684,Daerah Khusus Ibukota Jakarta,5985
2685,Jawa Timur,1296
2686,Daerah Khusus Ibukota Jakarta,5985
2687,Daerah Khusus Ibukota Jakarta,5985
2688,Daerah Khusus Ibukota Jakarta,5985
2689,Daerah Khusus Ibukota Jakarta,5985
2690,Daerah Khusus Ibukota Jakarta,5985
2691,Jawa Barat,1771
2692,Jawa Barat,1771
2693,Banten,1219
2694,Daerah Khusus Ibukota Jakarta,5985
2695,Banten,1219
2696,Jawa Barat,1771
2697,Daerah Khusus Ibukota Jakarta,5985
2698,Jawa Barat,1771
2699,Jawa Barat,1771
2700,Sulawesi Selatan,121
2701,Daerah Khusus Ibukota Jakarta,5985
2702,Daerah Khusus Ibukota Jakarta,5985
2703,Jawa Tengah,548
2704,Daerah Khusus Ibukota Jakarta,5985
2705,Daerah Khusus Ibukota Jakarta,5985
2706,Jawa Barat,1771
2707,Daerah Khusus Ibukota Jakarta,5985
2708,Daerah Khusus Ibukota Jakarta,5985
2709,Banten,1219
2710,Jawa Barat,1771
2711,Jawa Timur,1296
2712,Daerah Khusus Ibukota Jakarta,5985
2713,Lampung,43
2714,Jawa Timur,1296
2715,Daerah Khusus Ibukota Jakarta,5985
2716,Jawa Barat,1771
2717,Jawa Timur,1296
2718,Jawa Barat,1771
2719,Bali,214
2720,Daerah Khusus Ibukota Jakarta,5985
2721,Daerah Khusus Ibukota Jakarta,5985
2722,Daerah Khusus Ibukota Jakarta,5985
2723,Jawa Barat,1771
2724,Banten,1219
2725,Kalimantan Timur,159
2726,Banten,1219
2727,Jawa Tengah,548
2728,Maluku,6
2729,Banten,1219
2730,Banten,1219
2731,Bali,214
2732,Maluku Utara,14
2733,Banten,1219
2734,Jawa Barat,1771
2735,Daerah Khusus Ibukota Jakarta,5985
2736,Jawa Barat,1771
2737,Jawa Barat,1771
2738,Kalimantan Timur,159
2739,Daerah Khusus Ibukota Jakarta,5985
2740,Jawa Barat,1771
2741,Jawa Barat,1771
2742,Jawa Barat,1771
2743,Sumatera Utara,225
2744,Daerah Khusus Ibukota Jakarta,5985
2745,Jawa Timur,1296
2746,Daerah Khusus Ibukota Jakarta,5985
2747,Daerah Khusus Ibukota Jakarta,5985
2748,Daerah Khusus Ibukota Jakarta,5985
2749,Jawa Timur,1296
2750,Daerah Khusus Ibukota Jakarta,5985
2751,Daerah Khusus Ibukota Jakarta,5985
2752,Daerah Khusus Ibukota Jakarta,5985
2753,Daerah Khusus Ibukota Jakarta,5985
2754,Daerah Khusus Ibukota Jakarta,5985
2755,Daerah Khusus Ibukota Jakarta,5985
2756,Daerah Khusus Ibukota Jakarta,5985
2757,Jawa Barat,1771
2758,Daerah Khusus Ibukota Jakarta,5985
2759,Daerah Khusus Ibukota Jakarta,5985
2760,Daerah Khusus Ibukota Jakarta,5985
2761,Daerah Khusus Ibukota Jakarta,5985
2762,Jawa Barat,1771
2763,Daerah Khusus Ibukota Jakarta,5985
2764,Daerah Khusus Ibukota Jakarta,5985
2765,Daerah Khusus Ibukota Jakarta,5985
2766,Daerah Khusus Ibukota Jakarta,5985
2767,Lampung,43
2768,Daerah Khusus Ibukota Jakarta,5985
2769,Kalimantan Timur,159
2770,Daerah Khusus Ibukota Jakarta,5985
2771,Daerah Khusus Ibukota Jakarta,5985
2772,Kalimantan Timur,159
2773,Jawa Tengah,548
2774,Jawa Tengah,548
2775,Daerah Khusus Ibukota Jakarta,5985
2776,Jawa Tengah,548
2777,Kepulauan Bangka Belitung,8
2778,Kalimantan Barat,54
2779,Jawa Timur,1296
2780,Sulawesi Selatan,121
2781,Jawa Tengah,548
2782,Daerah Khusus Ibukota Jakarta,5985
2783,Daerah Khusus Ibukota Jakarta,5985
2784,Daerah Khusus Ibukota Jakarta,5985
2785,Kalimantan Timur,159
2786,Jawa Timur,1296
2787,Daerah Khusus Ibukota Jakarta,5985
2788,Daerah Khusus Ibukota Jakarta,5985
2789,Daerah Khusus Ibukota Jakarta,5985
2790,Jawa Tengah,548
2791,Daerah Khusus Ibukota Jakarta,5985
2792,Jambi,37
2793,Jawa Barat,1771
2794,Kalimantan Timur,159
2795,Jawa Timur,1296
2796,Jawa Barat,1771
2797,Daerah Khusus Ibukota Jakarta,5985
2798,Kalimantan Timur,159
2799,Daerah Khusus Ibukota Jakarta,5985
2800,Daerah Khusus Ibukota Jakarta,5985
2801,Daerah Khusus Ibukota Jakarta,5985
2802,Banten,1219
2803,Daerah Khusus Ibukota Jakarta,5985
2804,Sulawesi Selatan,121
2805,Jawa Barat,1771
2806,Jawa Barat,1771
2807,Daerah Khusus Ibukota Jakarta,5985
2808,Jawa Timur,1296
2809,Jawa Timur,1296
2810,Jawa Timur,1296
2811,Jawa Barat,1771
2812,Daerah Istimewa Yogyakarta,216
2813,Daerah Khusus Ibukota Jakarta,5985
2814,Daerah Khusus Ibukota Jakarta,5985
2815,Jawa Barat,1771
2816,Daerah Khusus Ibukota Jakarta,5985
2817,Daerah Khusus Ibukota Jakarta,5985
2818,Jawa Tengah,548
2819,Daerah Khusus Ibukota Jakarta,5985
2820,Jawa Timur,1296
2821,Daerah Khusus Ibukota Jakarta,5985
2822,Jawa Barat,1771
2823,Jawa Timur,1296
2824,Jawa Barat,1771
2825,Kalimantan Tengah,45
2826,Jawa Barat,1771
2827,Daerah Khusus Ibukota Jakarta,5985
2828,Daerah Khusus Ibukota Jakarta,5985
2829,Jawa Tengah,548
2830,Jawa Timur,1296
2831,Daerah Khusus Ibukota Jakarta,5985
2832,Daerah Khusus Ibukota Jakarta,5985
2833,Bali,214
2834,Daerah Khusus Ibukota Jakarta,5985
2835,Banten,1219
2836,Kalimantan Tengah,45
2837,Daerah Istimewa Yogyakarta,216
2838,Daerah Khusus Ibukota Jakarta,5985
2839,Daerah Istimewa Yogyakarta,216
2840,Daerah Khusus Ibukota Jakarta,5985
2841,Sumatera Utara,225
2842,Daerah Khusus Ibukota Jakarta,5985
2843,Daerah Khusus Ibukota Jakarta,5985
2844,Banten,1219
2845,Jawa Barat,1771
2846,Jawa Timur,1296
2847,Jawa Timur,1296
2848,Daerah Khusus Ibukota Jakarta,5985
2849,Daerah Khusus Ibukota Jakarta,5985
2850,Jawa Barat,1771
2851,Daerah Khusus Ibukota Jakarta,5985
2852,Daerah Khusus Ibukota Jakarta,5985
2853,Daerah Khusus Ibukota Jakarta,5985
2854,Kalimantan Tengah,45
2855,Jawa Barat,1771
2856,Daerah Khusus Ibukota Jakarta,5985
2857,Banten,1219
2858,Daerah Khusus Ibukota Jakarta,5985
2859,Jawa Barat,1771
2860,Daerah Khusus Ibukota Jakarta,5985
2861,Daerah Khusus Ibukota Jakarta,5985
2862,Daerah Khusus Ibukota Jakarta,5985
2863,Daerah Khusus Ibukota Jakarta,5985
2864,Daerah Khusus Ibukota Jakarta,5985
2865,Jawa Timur,1296
2866,Jawa Timur,1296
2867,Daerah Khusus Ibukota Jakarta,5985
2868,Banten,1219
2869,Sulawesi Selatan,121
2870,Jawa Tengah,548
2871,Jawa Barat,1771
2872,Jawa Tengah,548
2873,Jawa Timur,1296
2874,Daerah Khusus Ibukota Jakarta,5985
2875,Daerah Khusus Ibukota Jakarta,5985
2876,Daerah Khusus Ibukota Jakarta,5985
2877,Jawa Timur,1296
2878,Jawa Timur,1296
2879,Kepulauan Riau,126
2880,Daerah Khusus Ibukota Jakarta,5985
2881,Daerah Khusus Ibukota Jakarta,5985
2882,Riau,86
2883,Jawa Barat,1771
2884,Jawa Timur,1296
2885,Jawa Timur,1296
2886,Daerah Khusus Ibukota Jakarta,5985
2887,Banten,1219
2888,Jawa Timur,1296
2889,Daerah Khusus Ibukota Jakarta,5985
2890,Daerah Khusus Ibukota Jakarta,5985
2891,Daerah Khusus Ibukota Jakarta,5985
2892,Daerah Khusus Ibukota Jakarta,5985
2893,Daerah Khusus Ibukota Jakarta,5985
2894,Jawa Barat,1771
2895,Daerah Khusus Ibukota Jakarta,5985
2896,Daerah Khusus Ibukota Jakarta,5985
2897,Jawa Barat,1771
2898,Daerah Khusus Ibukota Jakarta,5985
2899,Daerah Khusus Ibukota Jakarta,5985
2900,Daerah Khusus Ibukota Jakarta,5985
2901,Daerah Khusus Ibukota Jakarta,5985
2902,Daerah Khusus Ibukota Jakarta,5985
2903,Jawa Timur,1296
2904,Jawa Barat,1771
2905,Daerah Istimewa Yogyakarta,216
2906,Daerah Khusus Ibukota Jakarta,5985
2907,Kalimantan Selatan,72
2908,Kalimantan Selatan,72
2909,Banten,1219
2910,Jawa Barat,1771
2911,Jawa Tengah,548
2912,Jawa Barat,1771
2913,Jawa Barat,1771
2914,Jawa Timur,1296
2915,Jawa Timur,1296
2916,Daerah Khusus Ibukota Jakarta,5985
2917,Sumatera Barat,17
2918,Sumatera Utara,225
2919,Sulawesi Selatan,121
2920,Daerah Khusus Ibukota Jakarta,5985
2921,Jawa Barat,1771
2922,Jawa Timur,1296
2923,Kepulauan Riau,126
2924,Banten,1219
2925,Jawa Barat,1771
2926,Daerah Khusus Ibukota Jakarta,5985
2927,Daerah Khusus Ibukota Jakarta,5985
2928,Jawa Barat,1771
2929,Daerah Khusus Ibukota Jakarta,5985
2930,Banten,1219
2931,Daerah Khusus Ibukota Jakarta,5985
2932,Daerah Khusus Ibukota Jakarta,5985
2933,Daerah Khusus Ibukota Jakarta,5985
2934,Daerah Khusus Ibukota Jakarta,5985
2935,Daerah Khusus Ibukota Jakarta,5985
2936,Daerah Istimewa Yogyakarta,216
2937,Daerah Khusus Ibukota Jakarta,5985
2938,Riau,86
2939,Sumatera Utara,225
2940,Sumatera Utara,225
2941,Sumatera Utara,225
2942,Daerah Khusus Ibukota Jakarta,5985
2943,Jawa Timur,1296
2944,Jawa Timur,1296
2945,Jawa Timur,1296
2946,Jawa Barat,1771
2947,Jawa Barat,1771
2948,Jawa Barat,1771
2949,Kalimantan Timur,159
2950,Banten,1219
2951,Jawa Barat,1771
2952,Daerah Khusus Ibukota Jakarta,5985
2953,Daerah Khusus Ibukota Jakarta,5985
2954,Daerah Khusus Ibukota Jakarta,5985
2955,Daerah Khusus Ibukota Jakarta,5985
2956,Daerah Khusus Ibukota Jakarta,5985
2957,Jawa Barat,1771
2958,Sulawesi Tengah,40
2959,Sulawesi Tengah,40
2960,Daerah Khusus Ibukota Jakarta,5985
2961,Daerah Khusus Ibukota Jakarta,5985
2962,Daerah Khusus Ibukota Jakarta,5985
2963,Kalimantan Timur,159
2964,Daerah Khusus Ibukota Jakarta,5985
2965,Jawa Timur,1296
2966,Jawa Tengah,548
