id_loker,provinsi,jumlah_loker
6258,Daerah Khusus Ibukota Jakarta,5985
6259,Jawa Barat,1771
6260,Jawa Barat,1771
6261,Banten,1219
6262,Daerah Khusus Ibukota Jakarta,5985
6263,Daerah Khusus Ibukota Jakarta,5985
6264,Daerah Khusus Ibukota Jakarta,5985
6265,Daerah Khusus Ibukota Jakarta,5985
6266,Daerah Khusus Ibukota Jakarta,5985
6267,Daerah Khusus Ibukota Jakarta,5985
6268,Daerah Khusus Ibukota Jakarta,5985
6269,Daerah Khusus Ibukota Jakarta,5985
6270,Daerah Khusus Ibukota Jakarta,5985
6271,Jawa Barat,1771
6272,Daerah Khusus Ibukota Jakarta,5985
6273,Daerah Khusus Ibukota Jakarta,5985
6274,Daerah Khusus Ibukota Jakarta,5985
6275,Daerah Khusus Ibukota Jakarta,5985
6276,Daerah Khusus Ibukota Jakarta,5985
6277,Jawa Barat,1771
6278,Daerah Khusus Ibukota Jakarta,5985
6279,Daerah Khusus Ibukota Jakarta,5985
6280,Jawa Tengah,548
6281,Daerah Khusus Ibukota Jakarta,5985
6282,Jawa Tengah,548
6283,Daerah Khusus Ibukota Jakarta,5985
6284,Kepulauan Riau,126
6285,Banten,1219
6286,Jawa Barat,1771
6287,Jawa Timur,1296
6288,Daerah Khusus Ibukota Jakarta,5985
6289,Jawa Barat,1771
6290,Daerah Khusus Ibukota Jakarta,5985
6291,Banten,1219
6292,Daerah Khusus Ibukota Jakarta,5985
6293,Daerah Khusus Ibukota Jakarta,5985
6294,Daerah Khusus Ibukota Jakarta,5985
6295,Daerah Khusus Ibukota Jakarta,5985
6296,Daerah Khusus Ibukota Jakarta,5985
6297,Daerah Khusus Ibukota Jakarta,5985
6298,Daerah Khusus Ibukota Jakarta,5985
6299,Daerah Khusus Ibukota Jakarta,5985
6300,Jawa Tengah,548
6301,Daerah Khusus Ibukota Jakarta,5985
6302,Banten,1219
6303,Daerah Khusus Ibukota Jakarta,5985
6304,Daerah Khusus Ibukota Jakarta,5985
6305,Daerah Khusus Ibukota Jakarta,5985
6306,Daerah Khusus Ibukota Jakarta,5985
6307,Jawa Timur,1296
6308,Daerah Khusus Ibukota Jakarta,5985
6309,Jawa Barat,1771
6310,Daerah Khusus Ibukota Jakarta,5985
6311,Jawa Barat,1771
6312,Daerah Khusus Ibukota Jakarta,5985
6313,Daerah Khusus Ibukota Jakarta,5985
6314,Jawa Barat,1771
6315,Daerah Khusus Ibukota Jakarta,5985
6316,Daerah Khusus Ibukota Jakarta,5985
6317,Daerah Khusus Ibukota Jakarta,5985
6318,Daerah Khusus Ibukota Jakarta,5985
6319,Daerah Khusus Ibukota Jakarta,5985
6320,Daerah Khusus Ibukota Jakarta,5985
6321,Daerah Khusus Ibukota Jakarta,5985
6322,Daerah Khusus Ibukota Jakarta,5985
6323,Daerah Khusus Ibukota Jakarta,5985
6324,Daerah Khusus Ibukota Jakarta,5985
6325,Daerah Khusus Ibukota Jakarta,5985
6326,Daerah Khusus Ibukota Jakarta,5985
6327,Banten,1219
6328,Jawa Timur,1296
6329,Daerah Khusus Ibukota Jakarta,5985
6330,Jawa Tengah,548
6331,Daerah Khusus Ibukota Jakarta,5985
6332,Jawa Barat,1771
6333,Daerah Khusus Ibukota Jakarta,5985
6334,Jawa Barat,1771
6335,Jawa Timur,1296
6336,Jawa Tengah,548
6337,Daerah Khusus Ibukota Jakarta,5985
6338,Daerah Khusus Ibukota Jakarta,5985
6339,Jawa Timur,1296
6340,Jawa Barat,1771
6341,Banten,1219
6342,Daerah Khusus Ibukota Jakarta,5985
6343,Jawa Timur,1296
6344,Jawa Timur,1296
6345,Daerah Khusus Ibukota Jakarta,5985
6346,Jawa Tengah,548
6347,Bali,214
6348,Kalimantan Barat,54
6349,Banten,1219
6350,Daerah Khusus Ibukota Jakarta,5985
6351,Daerah Khusus Ibukota Jakarta,5985
6352,Jawa Timur,1296
6353,Daerah Khusus Ibukota Jakarta,5985
6354,Banten,1219
6355,Jawa Barat,1771
6356,Daerah Khusus Ibukota Jakarta,5985
6357,Daerah Khusus Ibukota Jakarta,5985
6358,Daerah Khusus Ibukota Jakarta,5985
6359,Daerah Khusus Ibukota Jakarta,5985
6360,Daerah Khusus Ibukota Jakarta,5985
6361,Daerah Khusus Ibukota Jakarta,5985
6362,Banten,1219
6363,Jawa Timur,1296
6364,Banten,1219
6365,Daerah Khusus Ibukota Jakarta,5985
6366,Kalimantan Timur,159
6367,Daerah Khusus Ibukota Jakarta,5985
6368,Daerah Khusus Ibukota Jakarta,5985
6369,Jawa Timur,1296
6370,Daerah Khusus Ibukota Jakarta,5985
6371,Jawa Timur,1296
6372,Jawa Barat,1771
6373,Daerah Khusus Ibukota Jakarta,5985
6374,Jawa Timur,1296
6375,Daerah Khusus Ibukota Jakarta,5985
6376,Jawa Timur,1296
6377,Daerah Khusus Ibukota Jakarta,5985
6378,Daerah Khusus Ibukota Jakarta,5985
6379,Daerah Khusus Ibukota Jakarta,5985
6380,Daerah Khusus Ibukota Jakarta,5985
6381,Daerah Khusus Ibukota Jakarta,5985
6382,Jawa Barat,1771
6383,Bali,214
6384,Daerah Khusus Ibukota Jakarta,5985
6385,Daerah Khusus Ibukota Jakarta,5985
6386,Daerah Istimewa Yogyakarta,216
6387,Daerah Khusus Ibukota Jakarta,5985
6388,Daerah Khusus Ibukota Jakarta,5985
6389,Daerah Khusus Ibukota Jakarta,5985
6390,Jawa Timur,1296
6391,Banten,1219
6392,Daerah Khusus Ibukota Jakarta,5985
6393,Daerah Khusus Ibukota Jakarta,5985
6394,Banten,1219
6395,Banten,1219
6396,Daerah Khusus Ibukota Jakarta,5985
6397,Jawa Timur,1296
6398,Banten,1219
6399,Kalimantan Selatan,72
6400,Jawa Timur,1296
6401,Daerah Khusus Ibukota Jakarta,5985
6402,Daerah Khusus Ibukota Jakarta,5985
6403,Daerah Khusus Ibukota Jakarta,5985
6404,Jawa Timur,1296
6405,Daerah Khusus Ibukota Jakarta,5985
6406,Daerah Khusus Ibukota Jakarta,5985
6407,Daerah Khusus Ibukota Jakarta,5985
6408,Jawa Barat,1771
6409,Jawa Timur,1296
6410,Jawa Barat,1771
6411,Daerah Khusus Ibukota Jakarta,5985
6412,Sumatera Utara,225
6413,Jawa Barat,1771
6414,Daerah Khusus Ibukota Jakarta,5985
6415,Jawa Timur,1296
6416,Daerah Khusus Ibukota Jakarta,5985
6417,Jawa Timur,1296
6418,Jawa Timur,1296
6419,Jawa Barat,1771
6420,Jawa Timur,1296
6421,Daerah Khusus Ibukota Jakarta,5985
6422,Sumatera Utara,225
6423,Jawa Barat,1771
6424,Jawa Timur,1296
6425,Sumatera Utara,225
6426,Kepulauan Riau,126
6427,Daerah Khusus Ibukota Jakarta,5985
6428,Daerah Khusus Ibukota Jakarta,5985
6429,Bali,214
6430,Jawa Timur,1296
6431,Daerah Khusus Ibukota Jakarta,5985
6432,Daerah Khusus Ibukota Jakarta,5985
6433,Jawa Timur,1296
6434,Daerah Khusus Ibukota Jakarta,5985
6435,Jawa Timur,1296
6436,Daerah Khusus Ibukota Jakarta,5985
6437,Daerah Khusus Ibukota Jakarta,5985
6438,Jawa Tengah,548
6439,Kalimantan Selatan,72
6440,Daerah Khusus Ibukota Jakarta,5985
6441,Jawa Barat,1771
6442,Kalimantan Timur,159
6443,Daerah Khusus Ibukota Jakarta,5985
6444,Daerah Khusus Ibukota Jakarta,5985
6445,Daerah Khusus Ibukota Jakarta,5985
6446,Kalimantan Barat,54
6447,Daerah Khusus Ibukota Jakarta,5985
6448,Daerah Khusus Ibukota Jakarta,5985
6449,Daerah Khusus Ibukota Jakarta,5985
6450,Jawa Timur,1296
6451,Daerah Khusus Ibukota Jakarta,5985
6452,Daerah Khusus Ibukota Jakarta,5985
6453,Daerah Khusus Ibukota Jakarta,5985
6454,Daerah Khusus Ibukota Jakarta,5985
6455,Jawa Barat,1771
6456,Daerah Khusus Ibukota Jakarta,5985
6457,Daerah Khusus Ibukota Jakarta,5985
6458,Sumatera Utara,225
6459,Jawa Barat,1771
6460,Daerah Khusus Ibukota Jakarta,5985
6461,Jawa Timur,1296
6462,Daerah Khusus Ibukota Jakarta,5985
6463,Jawa Barat,1771
6464,Jawa Timur,1296
6465,Daerah Khusus Ibukota Jakarta,5985
6466,Daerah Khusus Ibukota Jakarta,5985
6467,Daerah Khusus Ibukota Jakarta,5985
6468,Daerah Khusus Ibukota Jakarta,5985
6469,Jawa Timur,1296
6470,Daerah Khusus Ibukota Jakarta,5985
6471,Daerah Khusus Ibukota Jakarta,5985
6472,Daerah Khusus Ibukota Jakarta,5985
6473,Daerah Khusus Ibukota Jakarta,5985
6474,Daerah Khusus Ibukota Jakarta,5985
6475,Banten,1219
6476,Jawa Barat,1771
6477,Daerah Khusus Ibukota Jakarta,5985
6478,Jawa Barat,1771
6479,Jawa Barat,1771
6480,Banten,1219
6481,Jawa Barat,1771
6482,Banten,1219
6483,Daerah Khusus Ibukota Jakarta,5985
6484,Kalimantan Tengah,45
6485,Jawa Barat,1771
6486,Jawa Timur,1296
6487,Daerah Khusus Ibukota Jakarta,5985
6488,Daerah Khusus Ibukota Jakarta,5985
6489,Daerah Khusus Ibukota Jakarta,5985
6490,Jawa Tengah,548
6491,Kalimantan Tengah,45
6492,Jawa Tengah,548
6493,Jawa Barat,1771
6494,Daerah Khusus Ibukota Jakarta,5985
6495,Jawa Tengah,548
6496,Jawa Barat,1771
6497,Kalimantan Tengah,45
6498,Daerah Khusus Ibukota Jakarta,5985
6499,Daerah Khusus Ibukota Jakarta,5985
6500,Daerah Khusus Ibukota Jakarta,5985
6501,Nusa Tenggara Barat,37
6502,Bali,214
6503,Lampung,43
6504,Banten,1219
6505,Daerah Khusus Ibukota Jakarta,5985
6506,Banten,1219
6507,Jawa Tengah,548
6508,Jawa Tengah,548
6509,Banten,1219
6510,Daerah Khusus Ibukota Jakarta,5985
6511,Daerah Khusus Ibukota Jakarta,5985
6512,Banten,1219
6513,Daerah Khusus Ibukota Jakarta,5985
6514,Daerah Khusus Ibukota Jakarta,5985
6515,Jawa Barat,1771
6516,Daerah Khusus Ibukota Jakarta,5985
6517,Jawa Timur,1296
6518,Banten,1219
6519,Bali,214
6520,Daerah Khusus Ibukota Jakarta,5985
6521,Daerah Khusus Ibukota Jakarta,5985
6522,Jawa Barat,1771
6523,Banten,1219
6524,Daerah Khusus Ibukota Jakarta,5985
6525,Daerah Khusus Ibukota Jakarta,5985
6526,Daerah Khusus Ibukota Jakarta,5985
6527,Daerah Khusus Ibukota Jakarta,5985
6528,Jawa Barat,1771
6529,Daerah Khusus Ibukota Jakarta,5985
6530,Jawa Timur,1296
6531,Daerah Khusus Ibukota Jakarta,5985
6532,Daerah Khusus Ibukota Jakarta,5985
6533,Jawa Timur,1296
6534,Jawa Timur,1296
6535,Daerah Khusus Ibukota Jakarta,5985
6536,Jawa Timur,1296
6537,Jawa Timur,1296
6538,Banten,1219
6539,Daerah Khusus Ibukota Jakarta,5985
6540,Jawa Barat,1771
6541,Daerah Khusus Ibukota Jakarta,5985
6542,Daerah Khusus Ibukota Jakarta,5985
6543,Daerah Khusus Ibukota Jakarta,5985
6544,Daerah Khusus Ibukota Jakarta,5985
6545,Banten,1219
6546,Jawa Tengah,548
6547,Daerah Khusus Ibukota Jakarta,5985
6548,Jawa Timur,1296
6549,Daerah Khusus Ibukota Jakarta,5985
6550,Daerah Khusus Ibukota Jakarta,5985
6551,Jawa Barat,1771
6552,Jawa Timur,1296
6553,Sumatera Utara,225
6554,Jawa Barat,1771
6555,Jawa Timur,1296
6556,Daerah Khusus Ibukota Jakarta,5985
6557,Jawa Barat,1771
6558,Daerah Khusus Ibukota Jakarta,5985
6559,Sumatera Utara,225
6560,Kalimantan Timur,159
6561,Daerah Khusus Ibukota Jakarta,5985
6562,Jawa Timur,1296
6563,Kalimantan Tengah,45
6564,Jawa Timur,1296
6565,Jawa Timur,1296
6566,Banten,1219
6567,Daerah Khusus Ibukota Jakarta,5985
6568,Jawa Barat,1771
6569,Daerah Khusus Ibukota Jakarta,5985
6570,Jawa Barat,1771
6571,Daerah Khusus Ibukota Jakarta,5985
6572,Daerah Khusus Ibukota Jakarta,5985
6573,Daerah Khusus Ibukota Jakarta,5985
6574,Jawa Tengah,548
6575,Daerah Khusus Ibukota Jakarta,5985
6576,Daerah Khusus Ibukota Jakarta,5985
6577,Daerah Khusus Ibukota Jakarta,5985
6578,Banten,1219
6579,Daerah Khusus Ibukota Jakarta,5985
6580,Kalimantan Selatan,72
6581,Jawa Timur,1296
6582,Jawa Timur,1296
6583,Jawa Barat,1771
6584,Jawa Tengah,548
6585,Banten,1219
6586,Banten,1219
6587,Daerah Khusus Ibukota Jakarta,5985
6588,Daerah Khusus Ibukota Jakarta,5985
6589,Daerah Khusus Ibukota Jakarta,5985
6590,Daerah Khusus Ibukota Jakarta,5985
6591,Daerah Khusus Ibukota Jakarta,5985
6592,Sulawesi Selatan,121
6593,Jawa Timur,1296
6594,Daerah Khusus Ibukota Jakarta,5985
6595,Banten,1219
6596,Banten,1219
6597,Jawa Barat,1771
6598,Sumatera Utara,225
6599,Daerah Khusus Ibukota Jakarta,5985
6600,Banten,1219
6601,Daerah Khusus Ibukota Jakarta,5985
6602,Daerah Khusus Ibukota Jakarta,5985
6603,Jawa Timur,1296
6604,Banten,1219
6605,Jawa Timur,1296
6606,Daerah Khusus Ibukota Jakarta,5985
6607,Banten,1219
6608,Daerah Khusus Ibukota Jakarta,5985
6609,Daerah Khusus Ibukota Jakarta,5985
6610,Jawa Barat,1771
6611,Jawa Barat,1771
6612,Banten,1219
6613,Jawa Timur,1296
6614,Daerah Khusus Ibukota Jakarta,5985
6615,Daerah Khusus Ibukota Jakarta,5985
6616,Daerah Istimewa Yogyakarta,216
6617,Jawa Timur,1296
6618,Daerah Khusus Ibukota Jakarta,5985
6619,Jawa Barat,1771
6620,Daerah Khusus Ibukota Jakarta,5985
6621,Jawa Timur,1296
6622,Daerah Khusus Ibukota Jakarta,5985
6623,Daerah Khusus Ibukota Jakarta,5985
6624,Daerah Khusus Ibukota Jakarta,5985
6625,Nusa Tenggara Barat,37
6626,Jawa Barat,1771
6627,Jawa Barat,1771
6628,Jawa Timur,1296
6629,Jawa Barat,1771
6630,Daerah Khusus Ibukota Jakarta,5985
6631,Daerah Khusus Ibukota Jakarta,5985
6632,Sulawesi Utara,42
6633,Sumatera Utara,225
6634,Daerah Khusus Ibukota Jakarta,5985
6635,Daerah Khusus Ibukota Jakarta,5985
6636,Daerah Khusus Ibukota Jakarta,5985
6637,Jawa Barat,1771
6638,Jawa Tengah,548
6639,Jawa Timur,1296
6640,Daerah Khusus Ibukota Jakarta,5985
6641,Daerah Khusus Ibukota Jakarta,5985
6642,Jawa Barat,1771
6643,Daerah Khusus Ibukota Jakarta,5985
6644,Daerah Khusus Ibukota Jakarta,5985
6645,Daerah Khusus Ibukota Jakarta,5985
6646,Daerah Khusus Ibukota Jakarta,5985
6647,Jawa Barat,1771
6648,Daerah Khusus Ibukota Jakarta,5985
6649,Daerah Khusus Ibukota Jakarta,5985
6650,Jawa Tengah,548
6651,Banten,1219
6652,Kalimantan Timur,159
6653,Daerah Khusus Ibukota Jakarta,5985
6654,Jawa Timur,1296
6655,Daerah Khusus Ibukota Jakarta,5985
6656,Jawa Tengah,548
6657,Jawa Timur,1296
6658,Jawa Barat,1771
6659,Banten,1219
6660,Bali,214
6661,Banten,1219
6662,Banten,1219
6663,Jawa Timur,1296
6664,Jawa Timur,1296
6665,Daerah Khusus Ibukota Jakarta,5985
6666,Banten,1219
6667,Jawa Tengah,548
6668,Sumatera Utara,225
6669,Banten,1219
6670,Banten,1219
6671,Banten,1219
6672,Daerah Khusus Ibukota Jakarta,5985
6673,Banten,1219
6674,Daerah Khusus Ibukota Jakarta,5985
6675,Daerah Khusus Ibukota Jakarta,5985
6676,Jawa Timur,1296
6677,Daerah Istimewa Yogyakarta,216
6678,Daerah Khusus Ibukota Jakarta,5985
6679,Jawa Barat,1771
6680,Jawa Barat,1771
6681,Bali,214
6682,Jawa Barat,1771
6683,Jawa Barat,1771
6684,Daerah Khusus Ibukota Jakarta,5985
6685,Daerah Istimewa Yogyakarta,216
6686,Banten,1219
6687,Banten,1219
6688,Jawa Barat,1771
6689,Daerah Khusus Ibukota Jakarta,5985
6690,Bali,214
6691,Banten,1219
6692,Bali,214
6693,Daerah Khusus Ibukota Jakarta,5985
6694,Jawa Barat,1771
6695,Jawa Tengah,548
6696,Bali,214
6697,Daerah Khusus Ibukota Jakarta,5985
6698,Daerah Khusus Ibukota Jakarta,5985
6699,Daerah Khusus Ibukota Jakarta,5985
6700,Bali,214
6701,Banten,1219
6702,Daerah Khusus Ibukota Jakarta,5985
6703,Jawa Barat,1771
6704,Daerah Khusus Ibukota Jakarta,5985
6705,Daerah Khusus Ibukota Jakarta,5985
6706,Nusa Tenggara Barat,37
6707,Daerah Khusus Ibukota Jakarta,5985
6708,Lampung,43
6709,Sumatera Barat,17
6710,Jawa Barat,1771
6711,Aceh,21
6712,Jawa Timur,1296
6713,Daerah Khusus Ibukota Jakarta,5985
6714,Banten,1219
6715,Daerah Khusus Ibukota Jakarta,5985
6716,Jawa Barat,1771
6717,Riau,86
6718,Daerah Khusus Ibukota Jakarta,5985
6719,Jawa Timur,1296
6720,Jawa Tengah,548
6721,Kalimantan Timur,159
6722,Jawa Barat,1771
6723,Daerah Istimewa Yogyakarta,216
6724,Kalimantan Timur,159
6725,Jawa Tengah,548
6726,Kalimantan Timur,159
6727,Bali,214
6728,Jawa Timur,1296
6729,Daerah Khusus Ibukota Jakarta,5985
6730,Jawa Timur,1296
6731,Kalimantan Timur,159
6732,Kepulauan Riau,126
6733,Kalimantan Timur,159
6734,Bali,214
6735,Bali,214
6736,Daerah Khusus Ibukota Jakarta,5985
6737,Kalimantan Selatan,72
6738,Jawa Timur,1296
6739,Daerah Khusus Ibukota Jakarta,5985
6740,Kalimantan Barat,54
6741,Daerah Khusus Ibukota Jakarta,5985
6742,Jawa Timur,1296
6743,Daerah Khusus Ibukota Jakarta,5985
6744,Bali,214
6745,Jawa Timur,1296
6746,Sumatera Utara,225
6747,Nusa Tenggara Timur,18
6748,Daerah Khusus Ibukota Jakarta,5985
6749,Banten,1219
6750,Bengkulu,7
6751,Daerah Khusus Ibukota Jakarta,5985
6752,Jawa Timur,1296
6753,Jawa Barat,1771
6754,Sulawesi Tenggara,20
6755,Daerah Khusus Ibukota Jakarta,5985
6756,Kalimantan Barat,54
6757,Daerah Khusus Ibukota Jakarta,5985
6758,Daerah Khusus Ibukota Jakarta,5985
6759,Daerah Khusus Ibukota Jakarta,5985
6760,Daerah Khusus Ibukota Jakarta,5985
6761,Daerah Khusus Ibukota Jakarta,5985
6762,Jawa Barat,1771
6763,Daerah Khusus Ibukota Jakarta,5985
6764,Jawa Barat,1771
6765,Banten,1219
6766,Daerah Khusus Ibukota Jakarta,5985
6767,Daerah Khusus Ibukota Jakarta,5985
6768,Jawa Barat,1771
6769,Daerah Khusus Ibukota Jakarta,5985
6770,Kalimantan Timur,159
6771,Daerah Khusus Ibukota Jakarta,5985
6772,Daerah Khusus Ibukota Jakarta,5985
6773,Jawa Barat,1771
6774,Banten,1219
6775,Daerah Khusus Ibukota Jakarta,5985
6776,Banten,1219
6777,Daerah Khusus Ibukota Jakarta,5985
6778,Daerah Khusus Ibukota Jakarta,5985
6779,Jawa Timur,1296
6780,Jawa Barat,1771
6781,Sulawesi Tengah,40
6782,Jawa Timur,1296
6783,Daerah Khusus Ibukota Jakarta,5985
6784,Jawa Tengah,548
6785,Jawa Barat,1771
6786,Kalimantan Timur,159
6787,Kalimantan Timur,159
6788,Sulawesi Selatan,121
6789,Banten,1219
6790,Daerah Khusus Ibukota Jakarta,5985
6791,Daerah Khusus Ibukota Jakarta,5985
6792,Jawa Barat,1771
6793,Daerah Khusus Ibukota Jakarta,5985
6794,Sumatera Selatan,120
6795,Daerah Khusus Ibukota Jakarta,5985
6796,Daerah Khusus Ibukota Jakarta,5985
6797,Sulawesi Tengah,40
6798,Bali,214
6799,Daerah Khusus Ibukota Jakarta,5985
6800,Daerah Khusus Ibukota Jakarta,5985
6801,Bali,214
6802,Daerah Istimewa Yogyakarta,216
6803,Jawa Tengah,548
6804,Jawa Barat,1771
6805,Sulawesi Selatan,121
6806,Jawa Barat,1771
6807,Daerah Khusus Ibukota Jakarta,5985
6808,Jawa Barat,1771
6809,Daerah Khusus Ibukota Jakarta,5985
6810,Jawa Tengah,548
6811,Jawa Timur,1296
6812,Jawa Tengah,548
6813,Maluku Utara,14
6814,Sumatera Selatan,120
6815,Bali,214
6816,Banten,1219
6817,Jawa Timur,1296
6818,Daerah Khusus Ibukota Jakarta,5985
6819,Daerah Khusus Ibukota Jakarta,5985
6820,Daerah Khusus Ibukota Jakarta,5985
6821,Daerah Khusus Ibukota Jakarta,5985
6822,Daerah Khusus Ibukota Jakarta,5985
6823,Jawa Tengah,548
6824,Jawa Barat,1771
6825,Daerah Khusus Ibukota Jakarta,5985
6826,Daerah Khusus Ibukota Jakarta,5985
6827,Daerah Khusus Ibukota Jakarta,5985
6828,Sulawesi Utara,42
6829,Daerah Khusus Ibukota Jakarta,5985
6830,Nusa Tenggara Barat,37
6831,Jawa Barat,1771
6832,Daerah Khusus Ibukota Jakarta,5985
6833,Banten,1219
6834,Kalimantan Selatan,72
6835,Daerah Khusus Ibukota Jakarta,5985
6836,Daerah Khusus Ibukota Jakarta,5985
6837,Daerah Istimewa Yogyakarta,216
6838,Kalimantan Timur,159
6839,Daerah Istimewa Yogyakarta,216
6840,Banten,1219
6841,Daerah Khusus Ibukota Jakarta,5985
6842,Daerah Istimewa Yogyakarta,216
6843,Bali,214
6844,Kalimantan Tengah,45
6845,Daerah Istimewa Yogyakarta,216
6846,Jambi,37
6847,Daerah Khusus Ibukota Jakarta,5985
6848,Daerah Khusus Ibukota Jakarta,5985
6849,Daerah Khusus Ibukota Jakarta,5985
6850,Jawa Timur,1296
6851,Daerah Khusus Ibukota Jakarta,5985
6852,Jawa Tengah,548
6853,Sulawesi Utara,42
6854,Daerah Khusus Ibukota Jakarta,5985
6855,Banten,1219
6856,Daerah Khusus Ibukota Jakarta,5985
6857,Sumatera Utara,225
6858,Jawa Timur,1296
6859,Daerah Khusus Ibukota Jakarta,5985
6860,Jawa Barat,1771
6861,Jawa Barat,1771
6862,Jawa Timur,1296
6863,Sulawesi Selatan,121
6864,Banten,1219
6865,Jawa Barat,1771
6866,Daerah Khusus Ibukota Jakarta,5985
6867,Daerah Khusus Ibukota Jakarta,5985
6868,Daerah Khusus Ibukota Jakarta,5985
6869,Banten,1219
6870,Jawa Barat,1771
6871,Jawa Timur,1296
6872,Daerah Khusus Ibukota Jakarta,5985
6873,Daerah Istimewa Yogyakarta,216
6874,Jawa Timur,1296
6875,Jawa Barat,1771
6876,Daerah Khusus Ibukota Jakarta,5985
6877,Sulawesi Tengah,40
6878,Nusa Tenggara Timur,18
6879,Nusa Tenggara Timur,18
6880,Sulawesi Tengah,40
6881,Sulawesi Tengah,40
6882,Sulawesi Tengah,40
6883,Riau,86
6884,Daerah Khusus Ibukota Jakarta,5985
6885,Daerah Khusus Ibukota Jakarta,5985
6886,Sulawesi Tengah,40
6887,Sulawesi Tengah,40
6888,Sulawesi Tengah,40
6889,Sulawesi Tengah,40
6890,Jawa Timur,1296
6891,Daerah Khusus Ibukota Jakarta,5985
6892,Jawa Barat,1771
6893,Jawa Timur,1296
6894,Nusa Tenggara Timur,18
6895,Daerah Khusus Ibukota Jakarta,5985
6896,Banten,1219
6897,Daerah Khusus Ibukota Jakarta,5985
6898,Jawa Barat,1771
6899,Daerah Khusus Ibukota Jakarta,5985
6900,Jawa Timur,1296
6901,Daerah Khusus Ibukota Jakarta,5985
6902,Daerah Khusus Ibukota Jakarta,5985
6903,Aceh,21
6904,Daerah Khusus Ibukota Jakarta,5985
6905,Jawa Tengah,548
6906,Jawa Timur,1296
6907,Jawa Timur,1296
6908,Banten,1219
6909,Jawa Barat,1771
6910,Daerah Khusus Ibukota Jakarta,5985
6911,Daerah Khusus Ibukota Jakarta,5985
6912,Jawa Barat,1771
6913,Daerah Khusus Ibukota Jakarta,5985
6914,Kalimantan Timur,159
6915,Jawa Barat,1771
6916,Daerah Khusus Ibukota Jakarta,5985
6917,Banten,1219
6918,Jawa Barat,1771
6919,Jawa Barat,1771
6920,Jawa Tengah,548
6921,Daerah Khusus Ibukota Jakarta,5985
6922,Lampung,43
6923,Daerah Khusus Ibukota Jakarta,5985
6924,Daerah Khusus Ibukota Jakarta,5985
6925,Papua Barat,12
6926,Daerah Khusus Ibukota Jakarta,5985
6927,Daerah Khusus Ibukota Jakarta,5985
6928,Daerah Khusus Ibukota Jakarta,5985
6929,Daerah Khusus Ibukota Jakarta,5985
6930,Daerah Khusus Ibukota Jakarta,5985
6931,Daerah Khusus Ibukota Jakarta,5985
6932,Daerah Khusus Ibukota Jakarta,5985
6933,Kalimantan Utara,22
6934,Kalimantan Utara,22
6935,Daerah Khusus Ibukota Jakarta,5985
6936,Banten,1219
6937,Daerah Khusus Ibukota Jakarta,5985
6938,Daerah Khusus Ibukota Jakarta,5985
6939,Jawa Barat,1771
6940,Jawa Barat,1771
6941,Jawa Tengah,548
6942,Daerah Khusus Ibukota Jakarta,5985
6943,Jawa Tengah,548
6944,Bali,214
6945,Jawa Barat,1771
6946,Daerah Khusus Ibukota Jakarta,5985
6947,Bali,214
6948,Jawa Barat,1771
6949,Jawa Timur,1296
6950,Daerah Khusus Ibukota Jakarta,5985
6951,Jawa Timur,1296
6952,Sumatera Utara,225
6953,Sulawesi Selatan,121
6954,Daerah Khusus Ibukota Jakarta,5985
6955,Kepulauan Riau,126
6956,Daerah Khusus Ibukota Jakarta,5985
6957,Daerah Khusus Ibukota Jakarta,5985
6958,Aceh,21
6959,Bali,214
6960,Jawa Tengah,548
6961,Daerah Khusus Ibukota Jakarta,5985
6962,Nusa Tenggara Barat,37
6963,Kalimantan Selatan,72
6964,Sumatera Selatan,120
6965,Daerah Khusus Ibukota Jakarta,5985
6966,Daerah Khusus Ibukota Jakarta,5985
6967,Daerah Khusus Ibukota Jakarta,5985
6968,Daerah Khusus Ibukota Jakarta,5985
6969,Daerah Khusus Ibukota Jakarta,5985
6970,Jawa Barat,1771
6971,Daerah Khusus Ibukota Jakarta,5985
6972,Daerah Khusus Ibukota Jakarta,5985
6973,Sulawesi Selatan,121
6974,Daerah Khusus Ibukota Jakarta,5985
6975,Sumatera Utara,225
6976,Daerah Khusus Ibukota Jakarta,5985
6977,Bali,214
6978,Jawa Timur,1296
6979,Bali,214
6980,Sumatera Selatan,120
6981,Daerah Istimewa Yogyakarta,216
6982,Jawa Tengah,548
6983,Bali,214
6984,Daerah Khusus Ibukota Jakarta,5985
6985,Daerah Khusus Ibukota Jakarta,5985
6986,Daerah Khusus Ibukota Jakarta,5985
6987,Daerah Khusus Ibukota Jakarta,5985
6988,Jawa Barat,1771
6989,Papua,16
6990,Daerah Khusus Ibukota Jakarta,5985
6991,Daerah Istimewa Yogyakarta,216
6992,Daerah Khusus Ibukota Jakarta,5985
6993,Jawa Barat,1771
6994,Jawa Timur,1296
6995,Jawa Barat,1771
6996,Bali,214
6997,Sumatera Utara,225
6998,Daerah Khusus Ibukota Jakarta,5985
6999,Daerah Khusus Ibukota Jakarta,5985
7000,Jawa Barat,1771
7001,Daerah Khusus Ibukota Jakarta,5985
7002,Jawa Barat,1771
7003,Sulawesi Tengah,40
7004,Daerah Khusus Ibukota Jakarta,5985
7005,Daerah Khusus Ibukota Jakarta,5985
7006,Daerah Khusus Ibukota Jakarta,5985
7007,Daerah Khusus Ibukota Jakarta,5985
