id_loker,provinsi,pendidikan
2166,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2167,Daerah Khusus Ibukota Jakarta,D3
2168,Jawa Timur,D3
2168,Jawa Timur,S1
2169,Banten,D3
2169,Banten,S1
2170,Daerah Khusus Ibukota Jakarta,D3
2171,Daerah Khusus Ibukota Jakarta,S1
2172,Jawa Timur,TIDAK DICANTUMKAN
2173,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2174,Jawa Barat,D3
2174,Jawa Barat,S1
2175,Daerah Khusus Ibukota Jakarta,S1
2176,Daerah Khusus Ibukota Jakarta,S1
2177,Daerah Khusus Ibukota Jakarta,D3
2177,Daerah Khusus Ibukota Jakarta,S1
2178,Daerah Khusus Ibukota Jakarta,D3
2179,Jawa Timur,S1
2180,Banten,S1
2181,Jawa Barat,D3
2182,Daerah Istimewa Yogyakarta,S1
2183,Jawa Barat,D3
2184,Daerah Khusus Ibukota Jakarta,S1
2185,Jawa Timur,D3
2185,Jawa Timur,S1
2186,Daerah Khusus Ibukota Jakarta,D3
2186,Daerah Khusus Ibukota Jakarta,S1
2187,Daerah Khusus Ibukota Jakarta,D3
2188,Daerah Khusus Ibukota Jakarta,S1
2189,Daerah Khusus Ibukota Jakarta,S1
2190,Jawa Barat,D3
2191,Daerah Khusus Ibukota Jakarta,D3
2191,Daerah Khusus Ibukota Jakarta,S1
2192,Daerah Khusus Ibukota Jakarta,D3
2192,Daerah Khusus Ibukota Jakarta,S1
2193,Daerah Khusus Ibukota Jakarta,S1
2194,Daerah Khusus Ibukota Jakarta,S1
2195,Daerah Khusus Ibukota Jakarta,D3
2195,Daerah Khusus Ibukota Jakarta,S1
2196,Daerah Khusus Ibukota Jakarta,S1
2197,Daerah Khusus Ibukota Jakarta,PROFESI
2197,Daerah Khusus Ibukota Jakarta,S1
2198,Banten,S1
2199,Jawa Tengah,D3
2200,Banten,S1
2201,Jawa Tengah,S1
2202,Banten,TIDAK DICANTUMKAN
2203,Banten,S1
2204,Daerah Khusus Ibukota Jakarta,S1
2205,Jawa Barat,S1
2206,Daerah Khusus Ibukota Jakarta,D3
2206,Daerah Khusus Ibukota Jakarta,S1
2207,Jawa Barat,D3
2207,Jawa Barat,S1
2208,Daerah Khusus Ibukota Jakarta,D3
2208,Daerah Khusus Ibukota Jakarta,S1
2209,Jawa Barat,D3
2209,Jawa Barat,S1
2210,Daerah Khusus Ibukota Jakarta,PROFESI
2210,Daerah Khusus Ibukota Jakarta,D3
2210,Daerah Khusus Ibukota Jakarta,S1
2211,Banten,D3
2211,Banten,S1
2212,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2213,Daerah Khusus Ibukota Jakarta,PROFESI
2213,Daerah Khusus Ibukota Jakarta,D3
2213,Daerah Khusus Ibukota Jakarta,S1
2214,Banten,S1
2215,Kalimantan Barat,S1
2216,Jawa Barat,D3
2216,Jawa Barat,S1
2217,Daerah Khusus Ibukota Jakarta,S1
2218,Jawa Barat,S2
2218,Jawa Barat,S3
2219,Bali,S1
2219,Bali,S2
2219,Bali,S3
2220,Kalimantan Barat,SMK
2220,Kalimantan Barat,D3
2221,Daerah Khusus Ibukota Jakarta,S1
2222,Daerah Khusus Ibukota Jakarta,S1
2223,Daerah Khusus Ibukota Jakarta,PROFESI
2224,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2225,Daerah Istimewa Yogyakarta,TIDAK DICANTUMKAN
2226,Jawa Barat,TIDAK DICANTUMKAN
2227,Jawa Timur,TIDAK DICANTUMKAN
2228,Daerah Khusus Ibukota Jakarta,S1
2229,Jawa Barat,TIDAK DICANTUMKAN
2230,Kalimantan Timur,D3
2231,Nusa Tenggara Timur,D3
2231,Nusa Tenggara Timur,S1
2232,Daerah Khusus Ibukota Jakarta,S1
2232,Daerah Khusus Ibukota Jakarta,D3
2233,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2234,Papua Barat,S1
2235,Daerah Khusus Ibukota Jakarta,S1
2236,Banten,S1
2236,Banten,S2
2236,Banten,S3
2237,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2238,Kalimantan Timur,S1
2239,Jawa Barat,S1
2240,Jawa Barat,D3
2241,Jawa Barat,S1
2242,Daerah Khusus Ibukota Jakarta,S1
2243,Daerah Istimewa Yogyakarta,S1
2244,Daerah Khusus Ibukota Jakarta,D3
2245,Daerah Khusus Ibukota Jakarta,D3
2246,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2247,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2248,Sulawesi Selatan,PROFESI
2248,Sulawesi Selatan,D3
2248,Sulawesi Selatan,S1
2249,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2250,Daerah Khusus Ibukota Jakarta,PROFESI
2250,Daerah Khusus Ibukota Jakarta,D3
2250,Daerah Khusus Ibukota Jakarta,S1
2251,Jawa Barat,D3
2251,Jawa Barat,S1
2252,Banten,S1
2253,Jawa Barat,D3
2253,Jawa Barat,S1
2254,Daerah Khusus Ibukota Jakarta,S1
2254,Daerah Khusus Ibukota Jakarta,D3
2255,Daerah Khusus Ibukota Jakarta,D3
2256,Daerah Khusus Ibukota Jakarta,PROFESI
2256,Daerah Khusus Ibukota Jakarta,D3
2256,Daerah Khusus Ibukota Jakarta,S1
2257,Jawa Barat,S1
2258,Daerah Khusus Ibukota Jakarta,D3
2258,Daerah Khusus Ibukota Jakarta,S1
2259,Daerah Khusus Ibukota Jakarta,S1
2260,Banten,S1
2261,Jawa Timur,D3
2262,Banten,S1
2263,Kalimantan Barat,S1
2264,Banten,S1
2265,Jawa Timur,D3
2265,Jawa Timur,S1
2266,Banten,TIDAK DICANTUMKAN
2267,Jawa Tengah,TIDAK DICANTUMKAN
2268,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2269,Jawa Timur,D3
2269,Jawa Timur,S1
2270,Jawa Timur,S1
2271,Bali,SMA
2272,Daerah Khusus Ibukota Jakarta,D3
2272,Daerah Khusus Ibukota Jakarta,S1
2273,Daerah Khusus Ibukota Jakarta,S1
2274,Jawa Barat,S1
2274,Jawa Barat,S2
2275,Jawa Timur,D3
2276,Daerah Khusus Ibukota Jakarta,D3
2277,Jawa Timur,D3
2277,Jawa Timur,S1
2278,Sumatera Barat,D3
2279,Jawa Timur,D3
2280,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2281,Daerah Khusus Ibukota Jakarta,S1
2282,Daerah Khusus Ibukota Jakarta,D3
2282,Daerah Khusus Ibukota Jakarta,S1
2283,Banten,TIDAK DICANTUMKAN
2284,Jawa Barat,TIDAK DICANTUMKAN
2285,Jawa Barat,S1
2286,Jawa Barat,TIDAK DICANTUMKAN
2287,Banten,S1
2288,Kalimantan Selatan,S1
2289,Bali,SMA
2290,Jambi,D3
2290,Jambi,S1
2291,Daerah Khusus Ibukota Jakarta,D3
2291,Daerah Khusus Ibukota Jakarta,S1
2292,Jawa Tengah,D3
2293,Jawa Barat,TIDAK DICANTUMKAN
2294,Daerah Khusus Ibukota Jakarta,S1
2295,Banten,S1
2296,Daerah Khusus Ibukota Jakarta,S1
2297,Daerah Khusus Ibukota Jakarta,S1
2298,Daerah Khusus Ibukota Jakarta,S1
2299,Banten,TIDAK DICANTUMKAN
2300,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2301,Daerah Khusus Ibukota Jakarta,S1
2302,Daerah Khusus Ibukota Jakarta,SMA
2303,Jawa Timur,S1
2304,Jawa Barat,S1
2305,Jawa Barat,S1
2306,Kalimantan Timur,D3
2306,Kalimantan Timur,S1
2307,Nusa Tenggara Barat,D3
2307,Nusa Tenggara Barat,S1
2308,Banten,D3
2309,Jawa Timur,D3
2310,Kalimantan Barat,D3
2310,Kalimantan Barat,S1
2311,Bali,D3
2311,Bali,S1
2312,Kalimantan Timur,D3
2312,Kalimantan Timur,S1
2313,Daerah Khusus Ibukota Jakarta,D3
2314,Daerah Khusus Ibukota Jakarta,D3
2315,Kalimantan Timur,S1
2316,Daerah Khusus Ibukota Jakarta,SMA
2316,Daerah Khusus Ibukota Jakarta,D3
2316,Daerah Khusus Ibukota Jakarta,S1
2317,Jawa Barat,SMA
2317,Jawa Barat,D3
2318,Daerah Istimewa Yogyakarta,D3
2319,Daerah Khusus Ibukota Jakarta,S1
2320,Gorontalo,D3
2321,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2322,Daerah Khusus Ibukota Jakarta,S1
2323,Daerah Istimewa Yogyakarta,SMA
2324,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2325,Jawa Barat,TIDAK DICANTUMKAN
2326,Kalimantan Barat,TIDAK DICANTUMKAN
2327,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2328,Daerah Khusus Ibukota Jakarta,S3
2329,Daerah Khusus Ibukota Jakarta,S1
2329,Daerah Khusus Ibukota Jakarta,PROFESI
2330,Jawa Barat,D3
2330,Jawa Barat,S1
2331,Jawa Timur,D3
2332,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2333,Daerah Istimewa Yogyakarta,S1
2334,Daerah Khusus Ibukota Jakarta,S1
2335,Banten,TIDAK DICANTUMKAN
2336,Daerah Khusus Ibukota Jakarta,S1
2337,Banten,TIDAK DICANTUMKAN
2338,Daerah Khusus Ibukota Jakarta,S1
2339,Daerah Istimewa Yogyakarta,S3
2340,Daerah Khusus Ibukota Jakarta,SMA
2341,Banten,S1
2342,Kalimantan Timur,S1
2343,Banten,S2
2344,Kalimantan Utara,S1
2345,Sumatera Selatan,D3
2346,Jawa Tengah,S1
2347,Kalimantan Timur,S1
2348,Jawa Timur,TIDAK DICANTUMKAN
2349,Jawa Barat,S2
2350,Daerah Khusus Ibukota Jakarta,S1
2350,Daerah Khusus Ibukota Jakarta,PROFESI
2351,Jawa Barat,S2
2352,Jawa Tengah,TIDAK DICANTUMKAN
2353,Jawa Barat,S1
2354,Jawa Tengah,S1
2355,Jawa Timur,TIDAK DICANTUMKAN
2356,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2357,Kalimantan Timur,D3
2358,Daerah Khusus Ibukota Jakarta,S1
2359,Daerah Khusus Ibukota Jakarta,S1
2360,Sulawesi Selatan,TIDAK DICANTUMKAN
2361,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2362,Daerah Khusus Ibukota Jakarta,S1
2363,Riau,D3
2364,Banten,TIDAK DICANTUMKAN
2365,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2366,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2367,Daerah Khusus Ibukota Jakarta,S1
2368,Banten,S1
2369,Daerah Khusus Ibukota Jakarta,D3
2370,Daerah Khusus Ibukota Jakarta,S1
2371,Jawa Barat,S1
2372,Daerah Khusus Ibukota Jakarta,S1
2373,Daerah Khusus Ibukota Jakarta,S1
2374,Daerah Khusus Ibukota Jakarta,S1
2375,Jawa Tengah,S1
2376,Daerah Khusus Ibukota Jakarta,S1
2377,Banten,S1
2378,Daerah Khusus Ibukota Jakarta,S1
2379,Daerah Khusus Ibukota Jakarta,S1
2380,Kalimantan Selatan,D3
2380,Kalimantan Selatan,S1
2381,Daerah Khusus Ibukota Jakarta,S1
2382,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2383,Jawa Barat,S1
2384,Daerah Khusus Ibukota Jakarta,S1
2385,Daerah Khusus Ibukota Jakarta,D3
2386,Jambi,D3
2386,Jambi,S1
2387,Sulawesi Selatan,D3
2387,Sulawesi Selatan,S1
2388,Daerah Khusus Ibukota Jakarta,D3
2389,Banten,SMK
2390,Daerah Khusus Ibukota Jakarta,S1
2391,Jawa Barat,D3
2391,Jawa Barat,S1
2392,Daerah Khusus Ibukota Jakarta,S1
2393,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2394,Banten,S1
2395,Banten,D3
2396,Daerah Khusus Ibukota Jakarta,S1
2397,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2398,Daerah Khusus Ibukota Jakarta,D3
2399,Daerah Khusus Ibukota Jakarta,S1
2400,Daerah Khusus Ibukota Jakarta,S1
2401,Daerah Khusus Ibukota Jakarta,PROFESI
2402,Daerah Khusus Ibukota Jakarta,D3
2402,Daerah Khusus Ibukota Jakarta,S1
2403,Daerah Khusus Ibukota Jakarta,S1
2404,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2405,Banten,S1
2406,Daerah Khusus Ibukota Jakarta,S1
2407,Jawa Barat,S2
2408,Jawa Timur,S1
2408,Jawa Timur,PROFESI
2409,Daerah Khusus Ibukota Jakarta,SMA
2409,Daerah Khusus Ibukota Jakarta,D3
2409,Daerah Khusus Ibukota Jakarta,S1
2410,Jawa Timur,S1
2411,Kalimantan Timur,S1
2412,Bali,TIDAK DICANTUMKAN
2413,Daerah Khusus Ibukota Jakarta,S1
2414,Sulawesi Selatan,D3
2414,Sulawesi Selatan,S1
2414,Sulawesi Selatan,SMA
2415,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2416,Kalimantan Selatan,D3
2416,Kalimantan Selatan,S1
2416,Kalimantan Selatan,SMA
2417,Daerah Istimewa Yogyakarta,D3
2417,Daerah Istimewa Yogyakarta,S1
2418,Kalimantan Selatan,D3
2418,Kalimantan Selatan,S1
2419,Banten,D3
2420,Jawa Tengah,TIDAK DICANTUMKAN
2421,Daerah Khusus Ibukota Jakarta,S1
2422,Kalimantan Timur,TIDAK DICANTUMKAN
2423,Kalimantan Selatan,S1
2424,Daerah Khusus Ibukota Jakarta,D3
2425,Daerah Khusus Ibukota Jakarta,S1
2426,Daerah Khusus Ibukota Jakarta,S1
2427,Jawa Tengah,S1
2428,Jawa Barat,S1
2428,Jawa Barat,D3
2429,Banten,S1
2430,Jawa Barat,S1
2431,Jawa Barat,S1
2432,Jawa Barat,TIDAK DICANTUMKAN
2433,Jawa Barat,S1
2434,Jawa Barat,S1
2435,Sumatera Selatan,S1
2436,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2437,Jawa Barat,D3
2437,Jawa Barat,S1
2438,Jawa Barat,S1
2439,Banten,TIDAK DICANTUMKAN
2440,Kalimantan Barat,S1
2441,Daerah Khusus Ibukota Jakarta,D3
2442,Banten,S1
2443,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2444,Daerah Khusus Ibukota Jakarta,S1
2445,Jawa Barat,TIDAK DICANTUMKAN
2446,Daerah Khusus Ibukota Jakarta,S1
2447,Jawa Barat,TIDAK DICANTUMKAN
2448,Jawa Barat,S1
2448,Jawa Barat,S2
2449,Sumatera Selatan,D3
2450,Daerah Khusus Ibukota Jakarta,S1
2451,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2452,Jawa Barat,S1
2453,Daerah Khusus Ibukota Jakarta,S1
2454,Jawa Barat,D3
2455,Banten,TIDAK DICANTUMKAN
2456,Jawa Barat,S1
2457,Daerah Khusus Ibukota Jakarta,S1
2458,Jawa Barat,D3
2459,Sulawesi Selatan,D3
2459,Sulawesi Selatan,S1
2460,Jawa Tengah,S1
2461,Sulawesi Selatan,D3
2461,Sulawesi Selatan,S1
2461,Sulawesi Selatan,SMA
2462,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2463,Sulawesi Selatan,D3
2464,Daerah Khusus Ibukota Jakarta,S1
2465,Daerah Istimewa Yogyakarta,TIDAK DICANTUMKAN
2466,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2467,Sumatera Utara,PROFESI
2468,Sumatera Utara,PROFESI
2468,Sumatera Utara,D3
2469,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2470,Banten,TIDAK DICANTUMKAN
2471,Daerah Khusus Ibukota Jakarta,D3
2472,Daerah Khusus Ibukota Jakarta,S1
2473,Jawa Timur,S1
2474,Sulawesi Utara,D3
2474,Sulawesi Utara,S1
2474,Sulawesi Utara,SMA
2475,Sulawesi Utara,D3
2475,Sulawesi Utara,S1
2476,Maluku,S1
2477,Bali,SMA
2477,Bali,PROFESI
2478,Daerah Khusus Ibukota Jakarta,S1
2479,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2480,Daerah Khusus Ibukota Jakarta,SMA
2481,Jawa Barat,PROFESI
2482,Jawa Barat,S1
2483,Jawa Timur,D3
2483,Jawa Timur,S1
2484,Bali,S1
2485,Daerah Khusus Ibukota Jakarta,D3
2485,Daerah Khusus Ibukota Jakarta,S1
2486,Jawa Timur,S1
2487,Daerah Khusus Ibukota Jakarta,D3
2488,Jawa Barat,SMK
2489,Kalimantan Timur,D3
2489,Kalimantan Timur,S1
2490,Daerah Khusus Ibukota Jakarta,S1
2490,Daerah Khusus Ibukota Jakarta,PROFESI
2491,Daerah Khusus Ibukota Jakarta,S1
2492,Kalimantan Selatan,S1
2493,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2494,Riau,D3
2494,Riau,S1
2494,Riau,PROFESI
2495,Jawa Barat,S1
2496,Jawa Timur,S1
2497,Bali,TIDAK DICANTUMKAN
2498,Sulawesi Selatan,D3
2498,Sulawesi Selatan,S1
2499,Jawa Timur,D3
2499,Jawa Timur,S1
2500,Jawa Barat,S1
2501,Sulawesi Utara,D3
2501,Sulawesi Utara,S1
2502,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2503,Daerah Khusus Ibukota Jakarta,D3
2504,Sulawesi Utara,D3
2504,Sulawesi Utara,S1
2504,Sulawesi Utara,SMA
2505,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2506,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2507,Daerah Khusus Ibukota Jakarta,D3
2507,Daerah Khusus Ibukota Jakarta,S1
2508,Daerah Khusus Ibukota Jakarta,S1
2509,Daerah Khusus Ibukota Jakarta,D3
2509,Daerah Khusus Ibukota Jakarta,S1
2510,Daerah Khusus Ibukota Jakarta,S1
2511,Daerah Khusus Ibukota Jakarta,S1
2512,Papua,S1
2513,Daerah Khusus Ibukota Jakarta,SMA
2514,Jawa Barat,S1
2515,Sulawesi Tenggara,D3
2515,Sulawesi Tenggara,S1
2515,Sulawesi Tenggara,SMA
2516,Jawa Barat,S1
2517,Jawa Timur,TIDAK DICANTUMKAN
2518,Daerah Khusus Ibukota Jakarta,S1
2519,Sulawesi Tenggara,D3
2519,Sulawesi Tenggara,S1
2520,Jawa Timur,S1
2521,Jawa Timur,S1
2522,Daerah Khusus Ibukota Jakarta,S1
2522,Daerah Khusus Ibukota Jakarta,D3
2523,Maluku Utara,S1
2524,Jawa Timur,S1
2525,Daerah Khusus Ibukota Jakarta,S1
2526,Daerah Khusus Ibukota Jakarta,S1
2527,Daerah Khusus Ibukota Jakarta,D3
2528,Jawa Timur,S1
2529,Sulawesi Selatan,D3
2529,Sulawesi Selatan,S1
2529,Sulawesi Selatan,SMA
2530,Kalimantan Tengah,D3
2531,Daerah Khusus Ibukota Jakarta,S1
2532,Daerah Khusus Ibukota Jakarta,S1
2533,Daerah Istimewa Yogyakarta,TIDAK DICANTUMKAN
2534,Bali,D3
2534,Bali,S1
2534,Bali,SMA
2535,Bali,D3
2535,Bali,S1
2536,Daerah Khusus Ibukota Jakarta,S1
2537,Jawa Barat,D3
2538,Bali,D3
2538,Bali,S1
2539,Jawa Barat,S1
2540,Bali,D3
2540,Bali,S1
2540,Bali,SMA
2541,Daerah Khusus Ibukota Jakarta,S1
2542,Daerah Khusus Ibukota Jakarta,S1
2543,Daerah Khusus Ibukota Jakarta,S1
2544,Jawa Timur,D3
2544,Jawa Timur,S1
2545,Bali,D3
2545,Bali,S1
2546,Jawa Tengah,S1
2547,Kalimantan Timur,D3
2547,Kalimantan Timur,S1
2548,Banten,PROFESI
2548,Banten,S1
2549,Daerah Khusus Ibukota Jakarta,D3
2549,Daerah Khusus Ibukota Jakarta,S1
2549,Daerah Khusus Ibukota Jakarta,S2
2549,Daerah Khusus Ibukota Jakarta,S3
2550,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2551,Kalimantan Timur,D3
2551,Kalimantan Timur,S1
2552,Daerah Khusus Ibukota Jakarta,S1
2553,Jawa Tengah,S1
2554,Kalimantan Timur,D3
2554,Kalimantan Timur,S1
2554,Kalimantan Timur,SMA
2555,Jawa Timur,SMA
2556,Daerah Khusus Ibukota Jakarta,PROFESI
2556,Daerah Khusus Ibukota Jakarta,D3
2556,Daerah Khusus Ibukota Jakarta,S1
2557,Daerah Khusus Ibukota Jakarta,S1
2558,Jawa Timur,D3
2558,Jawa Timur,S1
2559,Daerah Khusus Ibukota Jakarta,S1
2560,Daerah Khusus Ibukota Jakarta,SMA
2561,Sulawesi Utara,D3
2561,Sulawesi Utara,S1
2562,Daerah Khusus Ibukota Jakarta,S1
2563,Jawa Timur,D3
2563,Jawa Timur,S1
2564,Daerah Khusus Ibukota Jakarta,S1
2565,Jawa Barat,TIDAK DICANTUMKAN
2566,Daerah Khusus Ibukota Jakarta,S1
2567,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2568,Jawa Timur,TIDAK DICANTUMKAN
2569,Kalimantan Selatan,D3
2569,Kalimantan Selatan,S1
2570,Jawa Timur,S1
2571,Jawa Barat,S1
2572,Jawa Timur,S1
2573,Kalimantan Timur,D3
2573,Kalimantan Timur,S1
2574,Jawa Timur,D3
2575,Banten,PROFESI
2575,Banten,D3
2576,Daerah Khusus Ibukota Jakarta,S1
2577,Daerah Khusus Ibukota Jakarta,S1
2578,Daerah Khusus Ibukota Jakarta,D3
2579,Daerah Khusus Ibukota Jakarta,D3
2579,Daerah Khusus Ibukota Jakarta,S1
2580,Kalimantan Timur,D3
2580,Kalimantan Timur,S1
2580,Kalimantan Timur,SMA
2581,Jawa Barat,D3
2582,Daerah Khusus Ibukota Jakarta,D3
2583,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2584,Kalimantan Timur,D3
2584,Kalimantan Timur,S1
2585,Daerah Istimewa Yogyakarta,S1
2586,Jawa Timur,TIDAK DICANTUMKAN
2587,Daerah Khusus Ibukota Jakarta,D3
2588,Daerah Khusus Ibukota Jakarta,S1
2589,Kalimantan Tengah,TIDAK DICANTUMKAN
2590,Banten,S1
2591,Daerah Khusus Ibukota Jakarta,S1
2592,Daerah Khusus Ibukota Jakarta,S1
2593,Banten,S1
2593,Banten,S2
2593,Banten,S3
2594,Daerah Khusus Ibukota Jakarta,D3
2595,Jawa Timur,S1
2596,Jawa Timur,S1
2597,Jawa Barat,TIDAK DICANTUMKAN
2598,Bali,S1
2599,Banten,S1
2600,Sumatera Selatan,S1
2601,Jawa Tengah,S1
2602,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2603,Daerah Khusus Ibukota Jakarta,S1
2604,Daerah Khusus Ibukota Jakarta,S1
2605,Jawa Barat,S1
2606,Daerah Khusus Ibukota Jakarta,S1
2607,Jawa Barat,TIDAK DICANTUMKAN
2608,Daerah Istimewa Yogyakarta,D3
2609,Kepulauan Riau,D3
2610,Daerah Khusus Ibukota Jakarta,S1
2611,Daerah Khusus Ibukota Jakarta,S1
2612,Jawa Barat,S1
2613,Daerah Khusus Ibukota Jakarta,S1
2614,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2615,Daerah Khusus Ibukota Jakarta,D3
2616,Banten,TIDAK DICANTUMKAN
2617,Daerah Khusus Ibukota Jakarta,S1
2618,Daerah Khusus Ibukota Jakarta,S1
2619,Daerah Khusus Ibukota Jakarta,D3
2620,Jawa Barat,D3
2620,Jawa Barat,S1
2621,Daerah Khusus Ibukota Jakarta,S1
2622,Lampung,D3
2623,Daerah Khusus Ibukota Jakarta,D3
2624,Sulawesi Selatan,D3
2624,Sulawesi Selatan,S1
2625,Jawa Barat,TIDAK DICANTUMKAN
2626,Daerah Khusus Ibukota Jakarta,S1
2627,Jawa Timur,SMA
2627,Jawa Timur,D3
2627,Jawa Timur,S1
2628,Bali,TIDAK DICANTUMKAN
2629,Kalimantan Timur,D3
2630,Kalimantan Selatan,D3
2631,Jawa Tengah,TIDAK DICANTUMKAN
2632,Daerah Khusus Ibukota Jakarta,S1
2633,Daerah Khusus Ibukota Jakarta,S1
2634,Banten,S1
2635,Banten,TIDAK DICANTUMKAN
2636,Bali,S1
2637,Daerah Khusus Ibukota Jakarta,S1
2638,Daerah Khusus Ibukota Jakarta,D3
2639,Daerah Istimewa Yogyakarta,D3
2639,Daerah Istimewa Yogyakarta,S1
2640,Daerah Khusus Ibukota Jakarta,D3
2641,Banten,TIDAK DICANTUMKAN
2642,Jawa Barat,S1
2643,Banten,S1
2644,Daerah Khusus Ibukota Jakarta,S1
2645,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2646,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2647,Daerah Khusus Ibukota Jakarta,S1
2648,Jawa Barat,TIDAK DICANTUMKAN
2649,Daerah Khusus Ibukota Jakarta,S1
2650,Daerah Khusus Ibukota Jakarta,S1
2651,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2652,Jawa Timur,S1
2653,Bali,S1
2654,Jawa Barat,TIDAK DICANTUMKAN
2655,Sumatera Utara,S1
2656,Jawa Barat,S1
2657,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2658,Jawa Timur,S1
2658,Jawa Timur,S2
2658,Jawa Timur,S3
2659,Jawa Timur,PROFESI
2659,Jawa Timur,S1
2659,Jawa Timur,D3
2660,Jawa Barat,D3
2660,Jawa Barat,S1
2661,Banten,S1
2662,Daerah Khusus Ibukota Jakarta,PROFESI
2663,Aceh,SMA
2663,Aceh,D3
2664,Sulawesi Selatan,S1
2665,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2666,Jawa Barat,S1
2667,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2668,Banten,D3
2668,Banten,S1
2669,Daerah Istimewa Yogyakarta,TIDAK DICANTUMKAN
2670,Daerah Khusus Ibukota Jakarta,D3
2671,Bali,S1
2672,Daerah Khusus Ibukota Jakarta,D3
2673,Jawa Barat,S1
2674,Sumatera Utara,S1
2675,Daerah Khusus Ibukota Jakarta,D3
2676,Sulawesi Selatan,TIDAK DICANTUMKAN
2677,Daerah Istimewa Yogyakarta,PROFESI
2678,Banten,D3
2679,Daerah Istimewa Yogyakarta,TIDAK DICANTUMKAN
2680,Daerah Khusus Ibukota Jakarta,S1
2681,Daerah Khusus Ibukota Jakarta,S1
2682,Daerah Khusus Ibukota Jakarta,S1
2683,Jawa Tengah,S1
2684,Daerah Khusus Ibukota Jakarta,D3
2685,Jawa Timur,S1
2686,Daerah Khusus Ibukota Jakarta,S1
2687,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2688,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2689,Daerah Khusus Ibukota Jakarta,S1
2690,Daerah Khusus Ibukota Jakarta,S1
2691,Jawa Barat,TIDAK DICANTUMKAN
2692,Jawa Barat,TIDAK DICANTUMKAN
2693,Banten,S1
2694,Daerah Khusus Ibukota Jakarta,TIDAK DICANTUMKAN
2695,Banten,S1
2696,Jawa Barat,S1
2697,Daerah Khusus Ibukota Jakarta,S1
2698,Jawa Barat,D3
2699,Jawa Barat,S1
2700,Sulawesi Selatan,TIDAK DICANTUMKAN
2701,Daerah Khusus Ibukota Jakarta,S1
2702,Daerah Khusus Ibukota Jakarta,D3
2703,Jawa Tengah,S1
2704,Daerah Khusus Ibukota Jakarta,S1
