id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan,jumlah_loker_per_provinsi
10309,Jawa,Jawa Barat,Production Excellence,PT Indesso Aroma,3,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus",Indonesia,jobstreet,S1,1771
10310,Jawa,Daerah Khusus Ibukota Jakarta,General Affairs Manager,PT Indesso Aroma,5,5 - 9 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus",Indonesia,jobstreet,S1,5985
10311,Jawa,Daerah Khusus Ibukota Jakarta,Product Manager,PT Indesso Niagatama,4,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus",Indonesia,jobstreet,S1,5985
10312,Jawa,Daerah Khusus Ibukota Jakarta,Operation Executive,Alodokter,1,0 - 4 tahun,14,Kesehatan/Medis,201 - 500 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,S1,5985
10313,Jawa,Jawa Timur,Social Media Specialist,Dea Bakery,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,sabtu,seragam,seragam kantor/lapangan,kesehatan,Indonesia,jobstreet,D3,1296
10314,Jawa,Banten,Secretary,PT Moon Lion Industries Indonesia,1,0 - 4 tahun,4,Manufaktur/Produksi,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,"D3, S1",1219
10315,Sumatera,Sumatera Selatan,Accounting Supervisor,PT Sukanda Djaya,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - sabtu,formal,kemeja polos & dasi,"kesehatan, transportasi","Indonesia, Inggris",jobstreet,D3,120
10316,Jawa,Daerah Khusus Ibukota Jakarta,Sales Manager,PT Mazta Farma,1,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, lembur",Indonesia,jobstreet,S1,5985
10317,Jawa,Jawa Timur,Clerk General Affair,PT Mulya Adhi Paramita,0,0 - 4 tahun,3,Bahan Kimia/Pupuk/Pestisida,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Indonesia,jobstreet,S1,1296
10318,Jawa,Banten,Marketing,PT Citra Baru Steel,3,0 - 4 tahun,1,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,D3,1219
10319,Jawa,Jawa Timur,Regional Sales Analyst,Japan Tobacco International Indonesia,2,0 - 4 tahun,14,Tembakau,lebih dari 5000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,kesehatan,Indonesia,jobstreet,S1,1296
10320,Jawa,Jawa Timur,Foreman Production Plastic Injection,Maspion Group,2,0 - 4 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,sabtu,formal,kemeja polos & dasi,"bpjs kesehatan, makan",Inggris,jobstreet,"D3, S1",1296
10321,Jawa,Jawa Timur,Accounting,PT Nestindo Karya Indonesia,2,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - sabtu,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1296
10322,Jawa,Jawa Timur,Sales Supervisor,PT Sinar Energy (anak perusahaan Manunggal Sejati Group),2,0 - 4 tahun,12,Minyak/Gas/Petroleum,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,lainnya,Indonesia,jobstreet,D3,1296
10323,Jawa,Daerah Khusus Ibukota Jakarta,Brand Manager,"PT Darya Varia Laboratoria, Tbk",5,5 - 9 tahun,14,BioTeknologi/Farmasi/Riset klinik,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,S1,5985
10324,Jawa,Jawa Timur,Graphic Designer,Zoe Creative Center,1,0 - 4 tahun,5,Percetakan/Penerbitan,51 - 200 pekerja,sabtu,kasual,kaos,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,1296
10325,Jawa,Jawa Timur,Counter Sales Auto2000,PT Astra International - Toyota Sales Operation (Auto2000),1,0 - 4 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, pendidikan, umum, kacamata",Indonesia,jobstreet,SMA,1296
10326,Jawa,Daerah Khusus Ibukota Jakarta,Recruitment Jr. Staff,PT NGK BUSI INDONESIA,1,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum",Inggris,jobstreet,S1,5985
10327,Jawa,Jawa Timur,It Infrastructure,PT Dutakom Wibawa Putra (D~NET),5,5 - 9 tahun,14,Call Center/IT-Enabled Services/BPO,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,1296
10328,Sumatera,Kepulauan Riau,It Officer,PT. Ghim Li Indonesia,2,0 - 4 tahun,5,Tekstil/Garment,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,S1,126
10329,Jawa,Jawa Timur,Supervisor Outlet Lamongan,PT NAV Jaya Mandiri,2,0 - 4 tahun,14,Hiburan/Media,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1296
10330,Jawa,Daerah Khusus Ibukota Jakarta,Staff Sales Otc,PT Mazta Farma,1,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, lembur",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10331,Jawa,Jawa Barat,Manager Produksi,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,"D3, S1",1771
10332,Jawa,Jawa Timur,Staff Pe,PT Yamaha Musical Product Indonesia,1,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum","Indonesia, Jepang",jobstreet,S1,1296
10333,Kalimantan,Kalimantan Timur,Sales Manager,PT Sukanda Djaya,3,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - sabtu,formal,kemeja polos & dasi,"kesehatan, transportasi","Indonesia, Inggris",jobstreet,"S1, S2",159
10334,Jawa,Daerah Khusus Ibukota Jakarta,Finance Accounting Manager,PT Berjaya Sally Ceria ( Sour Sally ),3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,501 - 1000 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,S1,5985
10335,Jawa,Daerah Khusus Ibukota Jakarta,Sr Legal Strategic Contracting Specialist,PT Iforte Solusi Infotek,8,5 - 9 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Indonesia,jobstreet,"S1, S2",5985
10336,Jawa,Jawa Timur,Cashier,"PT Fajar Surya Wisesa,Tbk",2,0 - 4 tahun,14,Kayu/Fiber/Kertas,2001 - 5000 pekerja,sabtu,seragam,seragam kantor/lapangan,kesehatan,Inggris,jobstreet,"D3, S1",1296
10337,Jawa,Daerah Khusus Ibukota Jakarta,Uiux Designer,PT Smartfren Telecom Tbk,5,5 - 9 tahun,14,Telekomunikasi,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","Indonesia, Inggris",jobstreet,"S1, S2",5985
10338,Jawa,Daerah Khusus Ibukota Jakarta,Legal Officer,PT LINTAS MARITIM INDONESIA,1,0 - 4 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,5985
10339,Jawa,Jawa Barat,Sales Leader,PT. Haraka Multi Faedah,1,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,1771
10340,Jawa,Daerah Khusus Ibukota Jakarta,Administration Staff,Japan International Science and Mathematics Olympiads (JISMO),2,0 - 4 tahun,14,Pendidikan,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Inggris,jobstreet,S1,5985
10341,Jawa,Jawa Timur,It Manager,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,1296
10342,Jawa,Daerah Khusus Ibukota Jakarta,Fifgroup Undergraduate Program,FIFGROUP,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10343,Jawa,Daerah Khusus Ibukota Jakarta,Linehaul Supervisor,Ninja Xpress,2,0 - 4 tahun,14,Transportasi/Logistik,2001 - 5000 pekerja,senin - jumat,kasual,kaos,kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,5985
10344,Jawa,Daerah Khusus Ibukota Jakarta,Accounting Staff,PT Inovasi Teknologi Cemerlang,1,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - sabtu,kasual,kaos,umum,Indonesia,jobstreet,S1,5985
10345,Jawa,Jawa Timur,Sopir Truk Dan Kendaraan Pribadi,PT Artemi Zenith International,1,0 - 4 tahun,14,Retail/Merchandise,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,SMA,1296
10346,Jawa,Daerah Khusus Ibukota Jakarta,Sop Internal Audit Staff,PT Bhakti Idola Tama,1,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, tidak tersedia",Indonesia,jobstreet,S1,5985
10347,Jawa,Daerah Khusus Ibukota Jakarta,Marketing Manager,PT Anadana Global Multifinance,4,0 - 4 tahun,1,Perbankan/Pelayanan Keuangan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,5985
10348,Jawa,Jawa Timur,Ios Swift Mobile Developer,Geniebook,1,0 - 4 tahun,8,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,tidak spesifik,"kasual, seragam","kaos, seragam kantor/lapangan","kesehatan, umum, bonus, transportasi, pendidikan",Inggris,jobstreet,"S1, D3, PROFESI, S3",1296
10349,Jawa,Jawa Timur,Social Media Supervisor,PT Motasa Indonesia ( Ladaku ),1,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,501 - 1000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum",Indonesia,jobstreet,S1,1296
10350,Jawa,Daerah Khusus Ibukota Jakarta,Payroll Service Officer,PT Gunatronikatama Cipta Sistim Informatika (GASI),0,0 - 4 tahun,11,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10351,Jawa,Banten,Cargo Operation Associate,Shipper,1,0 - 4 tahun,14,Transportasi/Logistik,501 - 1000 pekerja,senin - jumat,kasual,kaos,"makan, asuransi",Indonesia,jobstreet,TIDAK DICANTUMKAN,1219
10352,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,PT Bawana Margatama (Recruitment Firm),1,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",501 - 1000 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
10353,Jawa,Jawa Timur,Freight Forwarding Import Administration Surabaya,PT Logwin Air & Ocean Indonesia,2,0 - 4 tahun,14,Transportasi/Logistik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, jht, pensiun",Inggris,jobstreet,D3,1296
10354,Jawa,Banten,Executive Assistant,PT Petra Sejahtera Abadi,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,D3,1219
10355,Jawa,Daerah Khusus Ibukota Jakarta,Marketing Communication,PT Wastec International,2,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
10356,Jawa,Daerah Khusus Ibukota Jakarta,Digital Audio Video Technician / Dav Engineer,PT Katadata Indonesia,3,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,S1,5985
10357,Jawa,Jawa Timur,"Mecanical,Electrical,Plumbing",PT. Raya Bumi Nusantara Permai,2,0 - 4 tahun,6,Properti/Real Estate,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,D3,1296
10358,Jawa,Daerah Khusus Ibukota Jakarta,Video Editor,PT Katadata Indonesia,2,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,"S1, PROFESI",5985
10359,Jawa,Daerah Khusus Ibukota Jakarta,Learning & Development Specialist,JD .ID (PT Ritel Bersama Nasional),5,5 - 9 tahun,14,Retail/Merchandise,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata",Inggris,jobstreet,S1,5985
10360,Jawa,Daerah Khusus Ibukota Jakarta,Inventory Management Specialist,PT Mitra Sistama Indonesia,2,0 - 4 tahun,14,Pelayanan Arsitek/Desain Interior,1- 50 pekerja,senin - jumat,kasual,kaos,bpjs kesehatan,Indonesia,jobstreet,S1,5985
10361,Jawa,Daerah Khusus Ibukota Jakarta,Finance Staff,PT Anugerah Raya Cipta Harmoni,2,0 - 4 tahun,6,Properti/Real Estate,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,Indonesia,jobstreet,D3,5985
10362,Sumatera,Kepulauan Riau,Cash Office Responsible,PT Hindo,2,0 - 4 tahun,14,Retail/Merchandise,1001 - 2000 pekerja,senin - jumat,kasual,kaos,kesehatan,Inggris,jobstreet,TIDAK DICANTUMKAN,126
10363,Sumatera,Kepulauan Riau,Store Manager,PT Hindo,4,0 - 4 tahun,14,Retail/Merchandise,1001 - 2000 pekerja,senin - jumat,kasual,kaos,kesehatan,Inggris,jobstreet,TIDAK DICANTUMKAN,126
10364,Sumatera,Kepulauan Riau,Section Manager,PT Hindo,2,0 - 4 tahun,14,Retail/Merchandise,1001 - 2000 pekerja,senin - jumat,kasual,kaos,kesehatan,Inggris,jobstreet,TIDAK DICANTUMKAN,126
10365,Sumatera,Kepulauan Riau,Section Manager,PT Hindo,2,0 - 4 tahun,14,Retail/Merchandise,1001 - 2000 pekerja,senin - jumat,kasual,kaos,kesehatan,Inggris,jobstreet,TIDAK DICANTUMKAN,126
10366,Jawa,Jawa Timur,Sales Export,Perusahaan Dirahasiakan,2,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,1296
10367,Jawa,Jawa Barat,Waiter,CV OMG Sukses Betul,0,0 - 4 tahun,1,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak spesifik,kasual,kaos,"lembur, makan",Indonesia,jobstreet,TIDAK DICANTUMKAN,1771
10368,Sumatera,Sumatera Selatan,Kasir,PT Wanapotensi Guna (Palembang),2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,bpjs kesehatan,Indonesia,jobstreet,S1,120
10369,Jawa,Daerah Khusus Ibukota Jakarta,Account Receivable Officer,PT Ciputra Balai Property,1,0 - 4 tahun,14,Properti/Real Estate,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum","Indonesia, Inggris",jobstreet,"D3, S1",5985
10370,Jawa,Banten,Finance Staff,Perusahaan Dirahasiakan,1,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,1219
10371,Jawa,Banten,Accounting Staff,PT Pendekar Bodoh,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,Inggris,jobstreet,TIDAK DICANTUMKAN,1219
10372,Sumatera,Sumatera Selatan,Asisten Ktu,PT Wanapotensi Guna (Palembang),3,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,bpjs kesehatan,Indonesia,jobstreet,S1,120
10373,Jawa,Daerah Khusus Ibukota Jakarta,Kyc Supervisor,PT AXA Indonesia,3,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,semi formal,kemeja motif,"kesehatan, umum, kacamata",Inggris,jobstreet,S1,5985
10374,Jawa,Jawa Barat,Sales Representative,PT Akasha Wira International Tbk,1,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1001 - 2000 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,1771
10375,Jawa,Daerah Khusus Ibukota Jakarta,Underwriting & Policy Processing,PT Asuransi Total Bersama,1,0 - 4 tahun,14,Asuransi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"pendidikan, umum",Indonesia,jobstreet,S1,5985
10376,Jawa,Daerah Khusus Ibukota Jakarta,Account Executive,PT Darta Media Indonesia (Kaskus),2,0 - 4 tahun,14,Hiburan/Media,51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, pendidikan, makan",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10377,Kalimantan,Kalimantan Timur,Mandor Mekanik,Dharma Agung Wijaya Group,5,5 - 9 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata, bpjs kesehatan",Indonesia,jobstreet,TIDAK DICANTUMKAN,159
10378,Jawa,Daerah Khusus Ibukota Jakarta,Human Resources,PT Rohto Laboratories Indonesia,0,0 - 4 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",Indonesia,jobstreet,S1,5985
10379,Jawa,Jawa Barat,Assistant Manager Finance & Accounting,PT Phytochemindo Reksa,1,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1771
10380,Jawa,Daerah Khusus Ibukota Jakarta,Sales Manager,PT MEKA EDUVERSITY KOMUNIKASI,1,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10381,Jawa,Jawa Barat,Finance & Accounting Staff,PT Phytochemindo Reksa,2,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,"D3, S1",1771
10382,Jawa,Daerah Khusus Ibukota Jakarta,Hr Generalist,PT Delisari Nusantara,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,5985
10383,Jawa,Jawa Tengah,Drafter,Ribka Furniture,1,0 - 4 tahun,1,Manufaktur/Produksi,51 - 200 pekerja,sabtu,kasual,kaos,kesehatan,Indonesia,jobstreet,"SMA, D3, S1",548
10384,Jawa,Daerah Khusus Ibukota Jakarta,Security Operation Center L1,PT Sigma Cipta Caraka (Telkomsigma),1,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1001 - 2000 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10385,Jawa,Daerah Khusus Ibukota Jakarta,Management Trainee,PT Felina Sukses Kristama,1,0 - 4 tahun,14,Akuntansi/Audit/Pelayanan Pajak,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,D3,5985
10386,Jawa,Banten,Network Operation Support Head,PT Smartfren Telecom Tbk,15,15 - 19 tahun,14,Telekomunikasi,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","Indonesia, Inggris",jobstreet,S1,1219
10387,Jawa,Daerah Khusus Ibukota Jakarta,Special Staff For Director,PT Turun Temurun Makmur Sejahtera (Tatamasa Group),7,5 - 9 tahun,14,Properti/Real Estate,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, komunikasi",Indonesia,jobstreet,S1,5985
10388,Jawa,Banten,Staff Finance,PT Bethsaida Hospital International,2,0 - 4 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,D3,1219
10389,Jawa,Jawa Timur,Marketing & Sales Penjualan,PT Sumber Lancar Cemerlang,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,D3,1296
10390,Jawa,Daerah Khusus Ibukota Jakarta,Accounting And Tax Manager,RGF HR Agent Indonesia (Recruitment Firm),5,5 - 9 tahun,14,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
10391,Jawa,Jawa Barat,Hrga Staff,PT Metalart Astra Indonesia,1,0 - 4 tahun,tidak tersedia,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,1771
10392,Jawa,Banten,Commission And Sales Benefit Staff,PT. LIPPO KARAWACI TBK,0,0 - 4 tahun,10,Properti/Real Estate,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1219
10393,Jawa,Jawa Timur,Administrasi Gudang,PT.GIJUTSU DIGITAL INDONESIA,1,0 - 4 tahun,1,Periklanan/Marketing/Promosi/Hubungan Masyarakat,1- 50 pekerja,senin - sabtu,kasual,kaos,tidak tersedia,Indonesia,jobstreet,D3,1296
10394,Jawa,Banten,Production Supervisor,PT Communication Cable Systems Indonesia Tbk,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,seragam,seragam kantor/lapangan,kesehatan,Indonesia,jobstreet,"D3, S1",1219
10395,Jawa,Jawa Timur,Kepala Teknik Pabrik,PT Rodamas,15,15 - 19 tahun,14,Konstruksi/Bangunan/Teknik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,1296
10396,Nusa Tenggara,Bali,Assistant Sustainability Manager,PT STC Indonesia,3,0 - 4 tahun,14,Lainnya,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Inggris,jobstreet,TIDAK DICANTUMKAN,214
10397,Jawa,Jawa Barat,Mechanical Engineering,PT STERILYN HALAL INTERNASIONAL,2,0 - 4 tahun,4,Kesehatan/Medis,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,S1,1771
10398,Jawa,Jawa Timur,Medical Personnel,PT Multi Spunindo Jaya,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum, bpjs kesehatan, makan",Indonesia,jobstreet,D3,1296
10399,Jawa,Daerah Khusus Ibukota Jakarta,Strategic Management System Manager,PT Combiphar,2,0 - 4 tahun,13,BioTeknologi/Farmasi/Riset klinik,1001 - 2000 pekerja,senin - jumat,"bisnis, seragam","kemeja, seragam kantor/lapangan","kesehatan, kacamata, pendidikan",Indonesia,jobstreet,S1,5985
10400,Jawa,Daerah Khusus Ibukota Jakarta,Marketing Manager,ABC Laboratorium (PT Abacus Bhineka Citra),5,5 - 9 tahun,14,Kesehatan/Medis,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,5985
10401,Jawa,Daerah Khusus Ibukota Jakarta,Project Manager,PT Accord Innovations Indonesia,2,0 - 4 tahun,13,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
10402,Jawa,Daerah Khusus Ibukota Jakarta,Financial Advisor Syariah,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",Indonesia,jobstreet,D3,5985
10403,Jawa,Jawa Tengah,Senior Planning & Design Engineer,PT. Kawasan Industri Kendal,8,5 - 9 tahun,6,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,sabtu,bisnis,kemeja,"kesehatan, kacamata",Inggris,jobstreet,S1,548
10404,Jawa,Daerah Khusus Ibukota Jakarta,Hr Admin Supervisor,PT. Toshiba Asia Pacific Indonesia,5,5 - 9 tahun,14,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Inggris,jobstreet,S1,5985
10405,Jawa,Daerah Khusus Ibukota Jakarta,It Trainer,PT Hashmicro Solusi Indonesia,2,0 - 4 tahun,10,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,umum,Inggris,jobstreet,S1,5985
10406,Jawa,Banten,Sales And Marketing Staff,PT Bintang Cahaya Plastik,1,0 - 4 tahun,1,Polymer/Plastik/Karet/Ban,1- 50 pekerja,senin - jumat,bisnis,kemeja,bonus,Indonesia,jobstreet,"SMA, D3, S1",1219
10407,Jawa,Daerah Khusus Ibukota Jakarta,Cost Control Manager,PT Pendekar Bodoh,5,5 - 9 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,Inggris,jobstreet,"S1, S2",5985
10408,Jawa,Daerah Khusus Ibukota Jakarta,Financial Network Advisor,PT Astra Aviva Life,2,0 - 4 tahun,14,Asuransi,501 - 1000 pekerja,senin - jumat,"formal, kasual","kemeja polos & dasi, kaos","kesehatan, umum, bpjs kesehatan, bonus, thr",Indonesia,jobstreet,D3,5985
10409,Jawa,Daerah Khusus Ibukota Jakarta,Admin Sales Online,PT Rodeo Kerta Kencana,1,0 - 4 tahun,6,Tekstil/Garment,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,D3,5985
